,Unnamed: 0,Unnamed: 0.1,date,ishol/week,group,name,quantity,unit_cogs,monthly_Avgtemp,monthly_avg_FeelsLikeC,monthly_avg_HeatIndexC,monthly_avg_cloudcover,monthly_avg_humidity
0,12.0,12.0,2018-01-01,9,ALCOHOL,PIWO BOJAN  WIELKOP.0_5 L B/ZW,3.0,2.5,-0.42,-4.84,1,2,82.81
1,13.0,13.0,2018-01-01,9,ALCOHOL,PIWO BOJAN FAJRANT 0_5 L B/ZWR,7.0,1.61,-0.42,-4.84,1,2,82.81
2,14.0,14.0,2018-01-01,9,ALCOHOL,PIWO BOJAN KOKOS 0_5 L B/ZWR,1.0,3.02,-0.42,-4.84,1,2,82.81
3,15.0,15.0,2018-01-01,9,ALCOHOL,PIWO BOJAN STRAZACKIE 0_5 L B/ZW,1.0,2.5,-0.42,-4.84,1,2,82.81
4,16.0,16.0,2018-01-01,9,ALCOHOL,PIWO BOJAN SZWEJK 0_5 L B/ZWROT,5.0,2.37,-0.42,-4.84,1,2,82.81
5,17.0,17.0,2018-01-01,9,ALCOHOL,PIWO BRACKIE 0_5 L B/ZWROT,12.0,1.35,-0.42,-4.84,1,2,82.81
6,18.0,18.0,2018-01-01,9,ALCOHOL,PIWO CIECHAN MIODOWE 0_5 L B/ZW,4.0,3.78,-0.42,-4.84,1,2,82.81
7,19.0,19.0,2018-01-01,9,ALCOHOL,PIWO DEBOWE MOCNE 0_5L BUTELKA,60.0,1.79,-0.42,-4.84,1,2,82.81
8,20.0,20.0,2018-01-01,9,ALCOHOL,PIWO DEBOWE MOCNE 0_5L PUSZKA,4.0,2.34,-0.42,-4.84,1,2,82.81
9,21.0,21.0,2018-01-01,9,ALCOHOL,PIWO DESPERADOS 0_4 L,24.0,2.42,-0.42,-4.84,1,2,82.81
10,22.0,22.0,2018-01-01,9,ALCOHOL,PIWO DESPERADOS 0_4 L 6%  B/BEZW,2.0,2.67,-0.42,-4.84,1,2,82.81
11,23.0,23.0,2018-01-01,9,ALCOHOL,PIWO DESPERADOS 0_4 NOCTURN 7%,3.0,2.93,-0.42,-4.84,1,2,82.81
12,24.0,24.0,2018-01-01,9,ALCOHOL,PIWO EB 0_5 L B/ZWR,2.0,1.7,-0.42,-4.84,1,2,82.81
13,25.0,25.0,2018-01-01,9,ALCOHOL,PIWO EB 0_5 L PUSZKA,8.0,2.05,-0.42,-4.84,1,2,82.81
14,26.0,26.0,2018-01-01,9,ALCOHOL,PIWO FOX 0_5 L PUSZKA MOCNE,61.0,1.26,-0.42,-4.84,1,2,82.81
15,27.0,27.0,2018-01-01,9,ALCOHOL,PIWO FOX 0_5L PUSZKA JASNE,1.0,1.07,-0.42,-4.84,1,2,82.81
16,28.0,28.0,2018-01-01,9,ALCOHOL,PIWO HARNAS 0_5L BUTELKA,1.0,1.23,-0.42,-4.84,1,2,82.81
17,29.0,29.0,2018-01-01,9,ALCOHOL,PIWO HEINEKEN 0_5L B BEZ ZWROT,19.0,2.19578947368421,-0.42,-4.84,1,2,82.81
18,30.0,30.0,2018-01-01,9,ALCOHOL,PIWO KARMI 0_5L BUT /ZWROT,2.0,2.13,-0.42,-4.84,1,2,82.81
19,31.0,31.0,2018-01-01,9,ALCOHOL,PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR,2.0,2.43,-0.42,-4.84,1,2,82.81
20,32.0,32.0,2018-01-01,9,ALCOHOL,PIWO LECH LITE 0_33 BUT BEZ/ZW,1.0,1.55,-0.42,-4.84,1,2,82.81
21,33.0,33.0,2018-01-01,9,ALCOHOL,PIWO LECH LITE 0_33 PUSZKA,1.0,1.5,-0.42,-4.84,1,2,82.81
22,34.0,34.0,2018-01-01,9,ALCOHOL,PIWO LECH PILS 0_5L BUTELKA,76.0,1.75,-0.42,-4.84,1,2,82.81
23,35.0,35.0,2018-01-01,9,ALCOHOL,PIWO LECH PILS 0_5L PUSZKA,4.0,2.2,-0.42,-4.84,1,2,82.81
24,36.0,36.0,2018-01-01,9,ALCOHOL,PIWO LECH PREMIUM 0_5L  PUSZKA,32.0,1.92,-0.42,-4.84,1,2,82.81
25,37.0,37.0,2018-01-01,9,ALCOHOL,PIWO LECH PREMIUM 0_5L BUTELKA,87.0,1.68,-0.42,-4.84,1,2,82.81
26,38.0,38.0,2018-01-01,9,ALCOHOL,PIWO LEZAJSK 0_5 L B/BEZW,3.0,1.55,-0.42,-4.84,1,2,82.81
27,39.0,39.0,2018-01-01,9,ALCOHOL,PIWO LEZAJSK CHMIEL 0_5 L B/BEZ,2.0,1.55,-0.42,-4.84,1,2,82.81
28,40.0,40.0,2018-01-01,9,ALCOHOL,PIWO LOMZA EXPORT 0_5L BUT/BEZ.,1.0,1.58,-0.42,-4.84,1,2,82.81
29,41.0,41.0,2018-01-01,9,ALCOHOL,PIWO LWOWEK 0_5L B/ZW,1.0,2.15,-0.42,-4.84,1,2,82.81
30,42.0,42.0,2018-01-01,9,ALCOHOL,PIWO LWOWEK MALINA 0_5 L B/ZW,2.0,2.6,-0.42,-4.84,1,2,82.81
31,43.0,43.0,2018-01-01,9,ALCOHOL,PIWO MOCNE POLSKIE 0_33L,36.0,0.86,-0.42,-4.84,1,2,82.81
32,44.0,44.0,2018-01-01,9,ALCOHOL,PIWO MUSCOVADO 0_5 L B/ZWR,5.0,3.56,-0.42,-4.84,1,2,82.81
33,45.0,45.0,2018-01-01,9,ALCOHOL,PIWO OKOCIM 0_5 L RADLER B/Z LIMON,2.0,1.82,-0.42,-4.84,1,2,82.81
34,46.0,46.0,2018-01-01,9,ALCOHOL,PIWO OKOCIM PILS 0_5 B/ZWROTNA,6.0,1.57,-0.42,-4.84,1,2,82.81
35,47.0,47.0,2018-01-01,9,ALCOHOL,PIWO PILSNER URQUELL 0_5L BUTELKA,1.0,3.82,-0.42,-4.84,1,2,82.81
36,48.0,48.0,2018-01-01,9,ALCOHOL,PIWO PRAZUBR NIEP.0_5 B/ZW,10.0,1.81,-0.42,-4.84,1,2,82.81
37,49.0,49.0,2018-01-01,9,ALCOHOL,PIWO REDDS MALINOWE PUSZKA 0_5L,2.0,2.53,-0.42,-4.84,1,2,82.81
38,50.0,50.0,2018-01-01,9,ALCOHOL,PIWO REEDS 0_5L PUSZKA JABLKOWE,3.0,2.53,-0.42,-4.84,1,2,82.81
39,51.0,51.0,2018-01-01,9,ALCOHOL,PIWO SAMERSBY  0_500 ML PUSZKA,2.0,2.7,-0.42,-4.84,1,2,82.81
40,52.0,52.0,2018-01-01,9,ALCOHOL,PIWO SAMERSBY BLACKBERRY 0_5 L PUSZKA,1.0,2.65,-0.42,-4.84,1,2,82.81
41,53.0,53.0,2018-01-01,9,ALCOHOL,PIWO TATRA JASNE PE?NE 0_5L BUTELKA ZÓ?T,277.0,1.39,-0.42,-4.84,1,2,82.81
42,54.0,54.0,2018-01-01,9,ALCOHOL,PIWO TATRA PILS 0_5L PUSZKA,29.0,1.72,-0.42,-4.84,1,2,82.81
43,55.0,55.0,2018-01-01,9,ALCOHOL,PIWO TYSKIE 0_5 L BUT.NIEPAST.,1.0,1.74,-0.42,-4.84,1,2,82.81
44,56.0,56.0,2018-01-01,9,ALCOHOL,PIWO TYSKIE 0_5L BUTELKA,275.0,1.53305454545455,-0.42,-4.84,1,2,82.81
45,57.0,57.0,2018-01-01,9,ALCOHOL,PIWO TYSKIE PUSZKA 0_5L,99.0,1.9343434343434298,-0.42,-4.84,1,2,82.81
46,58.0,58.0,2018-01-01,9,ALCOHOL,PIWO WARKA 0_5L BUT.JASNE PE?NE,1.0,1.45,-0.42,-4.84,1,2,82.81
47,59.0,59.0,2018-01-01,9,ALCOHOL,PIWO WARKA RADLER 0_5 L BUT.,16.0,1.95,-0.42,-4.84,1,2,82.81
48,60.0,60.0,2018-01-01,9,ALCOHOL,PIWO WARKA RADLER 0_5 PUSZKA,8.0,2.3325,-0.42,-4.84,1,2,82.81
49,61.0,61.0,2018-01-01,9,ALCOHOL,PIWO WARKA RADLER MAL+CYTR .0_5 B/ZWR,5.0,1.59,-0.42,-4.84,1,2,82.81
50,62.0,62.0,2018-01-01,9,ALCOHOL,PIWO WARKA STRONG BUTELKA,6.0,2.14,-0.42,-4.84,1,2,82.81
51,63.0,63.0,2018-01-01,9,ALCOHOL,PIWO WARKA STRONG PUSZKA,4.0,2.47,-0.42,-4.84,1,2,82.81
52,64.0,64.0,2018-01-01,9,ALCOHOL,PIWO WOJAK 0_5 L BUTELKA JASNE,281.0,1.1855871886121,-0.42,-4.84,1,2,82.81
53,65.0,65.0,2018-01-01,9,ALCOHOL,PIWO ZUBR 0_5L BUTELKA,1222.0,1.3091407528641599,-0.42,-4.84,1,2,82.81
54,66.0,66.0,2018-01-01,9,ALCOHOL,PIWO ZUBR 0_5L PUSZKA,199.0,1.68,-0.42,-4.84,1,2,82.81
55,67.0,67.0,2018-01-01,9,ALCOHOL,PIWO ZYWIEC 0_5L BUTELKA,25.0,1.71,-0.42,-4.84,1,2,82.81
56,68.0,68.0,2018-01-01,9,ALCOHOL,PIWO ZYWIEC PUSZKA 0_5L,33.0,1.97,-0.42,-4.84,1,2,82.81
57,1742.0,1742.0,2018-01-01,9,ALCOHOL,BRENDY SLONTSCHEW 0_5L 36 VOL,1.0,16.28,-0.42,-4.84,1,2,82.81
58,1743.0,1743.0,2018-01-01,9,ALCOHOL,METAXSA 0_7 L 38%,1.0,27.95,-0.42,-4.84,1,2,82.81
59,1744.0,1744.0,2018-01-01,9,ALCOHOL,NAP SPIR  ABSOLWENT CYTR.01,76.0,3.04,-0.42,-4.84,1,2,82.81
60,1745.0,1745.0,2018-01-01,9,ALCOHOL,NAP SPIR ABSOLWENT POZIOMAKA 0_1 30%,97.0,2.9908247422680403,-0.42,-4.84,1,2,82.81
61,1746.0,1746.0,2018-01-01,9,ALCOHOL,NAP SPIR ABSOLWENT SLIWKA 0_1,134.0,2.99365671641791,-0.42,-4.84,1,2,82.81
62,1747.0,1747.0,2018-01-01,9,ALCOHOL,NAP SPIR BARMANSKA 0_5 L ARBUZ,1.0,5.6,-0.42,-4.84,1,2,82.81
63,1748.0,1748.0,2018-01-01,9,ALCOHOL,NAP SPIR CYTRYNOWKA 0_1 30%,80.0,3.2,-0.42,-4.84,1,2,82.81
64,1749.0,1749.0,2018-01-01,9,ALCOHOL,NAP SPIR CYTRYNOWKA 30% 200ML,27.0,6.38,-0.42,-4.84,1,2,82.81
65,1750.0,1750.0,2018-01-01,9,ALCOHOL,NAP SPIR GREJPFRUTOWA 0_1 30%,19.0,3.2,-0.42,-4.84,1,2,82.81
66,1751.0,1751.0,2018-01-01,9,ALCOHOL,NAP SPIR SOPLICA CYTRYNA 0_5 L,4.0,15.75,-0.42,-4.84,1,2,82.81
67,1752.0,1752.0,2018-01-01,9,ALCOHOL,NAP SPIR SOPLICA CZ.PORZECZKA 0_1 L,5.0,3.79,-0.42,-4.84,1,2,82.81
68,1753.0,1753.0,2018-01-01,9,ALCOHOL,NAP SPIR SOPLICA MALINA 0_5 L,2.0,16.14,-0.42,-4.84,1,2,82.81
69,1754.0,1754.0,2018-01-01,9,ALCOHOL,NAP SPIR SOPLICA ORZECH.LASK 0_2 L 36%,2.0,7.57,-0.42,-4.84,1,2,82.81
70,1755.0,1755.0,2018-01-01,9,ALCOHOL,NAP SPIR SOPLICA PIGWOWA 0_1,13.0,3.69,-0.42,-4.84,1,2,82.81
71,1756.0,1756.0,2018-01-01,9,ALCOHOL,NAP SPIR SOPLICA PRZYPALANA Z OWOC.0_5 L,1.0,16.7,-0.42,-4.84,1,2,82.81
72,1757.0,1757.0,2018-01-01,9,ALCOHOL,NAP SPIR SOPLICA WISNIOWA 0_5 L,1.0,16.14,-0.42,-4.84,1,2,82.81
73,1758.0,1758.0,2018-01-01,9,ALCOHOL,NAP SPIR SOPLICA WISNIOWA 36% 0_1L,7.0,3.79,-0.42,-4.84,1,2,82.81
74,1759.0,1759.0,2018-01-01,9,ALCOHOL,NAP SPIR ZOLADKOWA GORZKA 36% 0_2L,9.0,8.14,-0.42,-4.84,1,2,82.81
75,1760.0,1760.0,2018-01-01,9,ALCOHOL,NAP SPIR ZOLADKOWA GORZKA Z MIETA 0_2L,4.0,8.14,-0.42,-4.84,1,2,82.81
76,1761.0,1761.0,2018-01-01,9,ALCOHOL,NAP SPIR ZO?ADKOWA GORZKA 0_1 36%,21.0,4.14,-0.42,-4.84,1,2,82.81
77,1762.0,1762.0,2018-01-01,9,ALCOHOL,NAP SPIR ZO?ADKOWA Z MIETA 0_1 ML,28.0,4.14,-0.42,-4.84,1,2,82.81
78,1763.0,1763.0,2018-01-01,9,ALCOHOL,NAP SPOLICA PRZYPALANA 0_5 L,1.0,16.7,-0.42,-4.84,1,2,82.81
79,1764.0,1764.0,2018-01-01,9,ALCOHOL,RUM GOLD 0_2,1.0,8.55,-0.42,-4.84,1,2,82.81
80,1765.0,1765.0,2018-01-01,9,ALCOHOL,SPIRYTUS 95% 0_1,2.0,7.29,-0.42,-4.84,1,2,82.81
81,1766.0,1766.0,2018-01-01,9,ALCOHOL,WHISKY BALLANTINES 07+SZKL,1.0,46.21,-0.42,-4.84,1,2,82.81
82,1767.0,1767.0,2018-01-01,9,ALCOHOL,WHISKY HIGHLANDER 0_5 L,1.0,16.99,-0.42,-4.84,1,2,82.81
83,1768.0,1768.0,2018-01-01,9,ALCOHOL,WHISKY JACK DANIELS 0_5L,2.0,43.33,-0.42,-4.84,1,2,82.81
84,1769.0,1769.0,2018-01-01,9,ALCOHOL,WODKA 1906 0_1 ML,173.0,3.16,-0.42,-4.84,1,2,82.81
85,1770.0,1770.0,2018-01-01,9,ALCOHOL,WODKA 1906 0_2L,52.0,5.57,-0.42,-4.84,1,2,82.81
86,1771.0,1771.0,2018-01-01,9,ALCOHOL,WODKA ABSOLWENT 0_2L,1.0,6.55,-0.42,-4.84,1,2,82.81
87,1772.0,1772.0,2018-01-01,9,ALCOHOL,WODKA BARMANSKA WISN.0_5 L 21%,2.0,5.51,-0.42,-4.84,1,2,82.81
88,1773.0,1773.0,2018-01-01,9,ALCOHOL,WODKA CZYSTA DE LUXE 0_2 L,1.0,6.73,-0.42,-4.84,1,2,82.81
89,1774.0,1774.0,2018-01-01,9,ALCOHOL,WODKA CZYSTA DE LUXE 0_5 L,2.0,14.0,-0.42,-4.84,1,2,82.81
90,1775.0,1775.0,2018-01-01,9,ALCOHOL,WODKA CZYSTA ZOLADKOWA 0_1 ML,7.0,3.72,-0.42,-4.84,1,2,82.81
91,1776.0,1776.0,2018-01-01,9,ALCOHOL,WODKA FINLANDIA 0_5L  40%,1.0,22.2,-0.42,-4.84,1,2,82.81
92,1777.0,1777.0,2018-01-01,9,ALCOHOL,WODKA KRUPNIK PREMIUM 0_2L,38.0,6.49526315789474,-0.42,-4.84,1,2,82.81
93,1778.0,1778.0,2018-01-01,9,ALCOHOL,WODKA KRUPNIK PREMIUM 0_5 L,21.0,13.39,-0.42,-4.84,1,2,82.81
94,1779.0,1779.0,2018-01-01,9,ALCOHOL,WODKA KRUPNIK PREMIUM 0_7 L,4.0,20.77,-0.42,-4.84,1,2,82.81
95,1780.0,1780.0,2018-01-01,9,ALCOHOL,WODKA LUKSUSOWA 0_2L,4.0,7.38,-0.42,-4.84,1,2,82.81
96,1781.0,1781.0,2018-01-01,9,ALCOHOL,WODKA LUKSUSOWA 0_5L 40%,1.0,16.74,-0.42,-4.84,1,2,82.81
97,1782.0,1782.0,2018-01-01,9,ALCOHOL,WODKA SOBIESKI 0_5L 40%,3.0,14.44,-0.42,-4.84,1,2,82.81
98,1783.0,1783.0,2018-01-01,9,ALCOHOL,WODKA STOCK 0_7L,2.0,24.99,-0.42,-4.84,1,2,82.81
99,1784.0,1784.0,2018-01-01,9,ALCOHOL,WODKA WYBOROWA 0_2 PORZECZKA 30%,2.0,7.07,-0.42,-4.84,1,2,82.81
100,1785.0,1785.0,2018-01-01,9,ALCOHOL,WODKA WYBOROWA 0_2 WISNIA 30%,3.0,7.07,-0.42,-4.84,1,2,82.81
101,1786.0,1786.0,2018-01-01,9,ALCOHOL,WODKA WYBOROWA 0_5 L,3.0,16.74,-0.42,-4.84,1,2,82.81
102,1787.0,1787.0,2018-01-01,9,ALCOHOL,WODKA WYBOROWA 0_7L,4.0,24.62,-0.42,-4.84,1,2,82.81
103,1788.0,1788.0,2018-01-01,9,ALCOHOL,WODKA WYBOROWA 40% 0_2L BUT.,7.0,6.98,-0.42,-4.84,1,2,82.81
104,1789.0,1789.0,2018-01-01,9,ALCOHOL,WODKA ZUBR  0_2 L 40%,4.0,5.48,-0.42,-4.84,1,2,82.81
105,1790.0,1790.0,2018-01-01,9,ALCOHOL,WODKA ZUBR 0_5 L,9.0,12.3,-0.42,-4.84,1,2,82.81
106,1791.0,1791.0,2018-01-01,9,ALCOHOL,WODKA ZUBR 0_9,70.0,2.75,-0.42,-4.84,1,2,82.81
107,1792.0,1792.0,2018-01-01,9,ALCOHOL,WODKA ZUBROWKA BIALA 0_2L,19.0,6.59,-0.42,-4.84,1,2,82.81
108,1793.0,1793.0,2018-01-01,9,ALCOHOL,WODKA ZUBROWKA CZARNA 0_7 L,1.0,29.54,-0.42,-4.84,1,2,82.81
109,1794.0,1794.0,2018-01-01,9,ALCOHOL,WODKA ZUBRÓWKA BIALA 0_1,22.0,3.75,-0.42,-4.84,1,2,82.81
110,1795.0,1795.0,2018-01-01,9,ALCOHOL,WODKA ZUBRÓWKA BIA?A 0_5 L,35.0,13.89,-0.42,-4.84,1,2,82.81
111,1796.0,1796.0,2018-01-01,9,ALCOHOL,WODKA ZUBRÓWKA BIA?A 0_7 L,6.0,22.123333333333303,-0.42,-4.84,1,2,82.81
112,1797.0,1797.0,2018-01-01,9,ALCOHOL,CYDR 0_4 ML LUBELSKI,2.0,2.77,-0.42,-4.84,1,2,82.81
113,1798.0,1798.0,2018-01-01,9,ALCOHOL,CYDR LUBUSKI 1 L,2.0,6.15,-0.42,-4.84,1,2,82.81
114,1799.0,1799.0,2018-01-01,9,ALCOHOL,NAP SPIR SOPLICA WISNIA 0_2,1.0,7.38,-0.42,-4.84,1,2,82.81
115,1800.0,1800.0,2018-01-01,9,ALCOHOL,SZAMPAN CIN CIN BIALY 0_75L,2.0,10.46,-0.42,-4.84,1,2,82.81
116,1801.0,1801.0,2018-01-01,9,ALCOHOL,SZAMPAN DORATO BIALY 0_75L,2.0,7.86,-0.42,-4.84,1,2,82.81
117,1802.0,1802.0,2018-01-01,9,ALCOHOL,SZAMPAN DORATO ROZOWE P/SLODKIE 0_75 L,1.0,7.86,-0.42,-4.84,1,2,82.81
118,1803.0,1803.0,2018-01-01,9,ALCOHOL,SZAMPAN MICHEL ANGELO 0_75,1.0,7.71,-0.42,-4.84,1,2,82.81
119,1804.0,1804.0,2018-01-01,9,ALCOHOL,SZAMPAN SOWIETSKOJE IGRIST.0_7 L,13.0,2.87,-0.42,-4.84,1,2,82.81
120,1805.0,1805.0,2018-01-01,9,ALCOHOL,WINO BULGARIS POL/SLODKIE ROZOWE 0_75,1.0,5.0,-0.42,-4.84,1,2,82.81
121,1806.0,1806.0,2018-01-01,9,ALCOHOL,WINO CARLO ROSSI TRUSK.,1.0,13.94,-0.42,-4.84,1,2,82.81
122,1807.0,1807.0,2018-01-01,9,ALCOHOL,WINO CARTE VIGNA 0_75 ML B/PÓLW,1.0,8.92,-0.42,-4.84,1,2,82.81
123,1808.0,1808.0,2018-01-01,9,ALCOHOL,WINO ELSOL CZ/PÓ?S? 0_75 L,1.0,14.0,-0.42,-4.84,1,2,82.81
124,1809.0,1809.0,2018-01-01,9,ALCOHOL,WINO FRESCO B/PS 0_75L,1.0,7.24,-0.42,-4.84,1,2,82.81
125,1810.0,1810.0,2018-01-01,9,ALCOHOL,WINO FRESCO CZER/P SLOD,1.0,6.57,-0.42,-4.84,1,2,82.81
126,1811.0,1811.0,2018-01-01,9,ALCOHOL,WINO FRESCO ROZOWE P/SL,1.0,7.2,-0.42,-4.84,1,2,82.81
127,1812.0,1812.0,2018-01-01,9,ALCOHOL,WINO GRENACHE ROZE 0_7 PÓL/S?ODKIE,1.0,9.3,-0.42,-4.84,1,2,82.81
128,1813.0,1813.0,2018-01-01,9,ALCOHOL,WINO GRZANE MALINA 1 L,1.0,8.1,-0.42,-4.84,1,2,82.81
129,1814.0,1814.0,2018-01-01,9,ALCOHOL,WINO KADARKA P/WYTRAWNE 1L,1.0,7.8,-0.42,-4.84,1,2,82.81
130,1815.0,1815.0,2018-01-01,9,ALCOHOL,WINO MOGEN  0_75 LROZOWE P/S?OD,1.0,13.01,-0.42,-4.84,1,2,82.81
131,1816.0,1816.0,2018-01-01,9,ALCOHOL,WINO MOGEN 0_7 L CZ/PÓ?S.POME.,1.0,13.01,-0.42,-4.84,1,2,82.81
132,1817.0,1817.0,2018-01-01,9,ALCOHOL,WINO MONTE ORYGINS? 0_75 L S?OD,2.0,11.49,-0.42,-4.84,1,2,82.81
133,1818.0,1818.0,2018-01-01,9,ALCOHOL,WINO MONTE-STRAWBERRY 0_75 L S?OD.,2.0,11.49,-0.42,-4.84,1,2,82.81
134,1819.0,1819.0,2018-01-01,9,ALCOHOL,WINO MUSUJACE 0_75 BLU,1.0,20.99,-0.42,-4.84,1,2,82.81
135,1820.0,1820.0,2018-01-01,9,ALCOHOL,WINO PORTA P/W CZERWONE 0_7 L,2.0,8.87,-0.42,-4.84,1,2,82.81
136,1821.0,1821.0,2018-01-01,9,ALCOHOL,WINO REAL,1.0,8.0,-0.42,-4.84,1,2,82.81
137,1822.0,1822.0,2018-01-01,9,ALCOHOL,WINO TOTINO 0_5 L GRANAT 14_5%,1.0,5.62,-0.42,-4.84,1,2,82.81
138,1823.0,1823.0,2018-01-01,9,ALCOHOL,WINO WALDWEIN 0_75 L POZOMKA S?ODKIE,1.0,7.6,-0.42,-4.84,1,2,82.81
139,1824.0,1824.0,2018-01-01,9,ALCOHOL,WINO WALDWEIN 0_75L JAGOGA S?ODKIE,2.0,7.6,-0.42,-4.84,1,2,82.81
140,1834.0,1834.0,2018-01-02,8,ALCOHOL,PIWO BOJAN  WIELKOP.0_5 L B/ZW,1.0,2.5,-3.29,-7.61,0,2,76.04
141,1835.0,1835.0,2018-01-02,8,ALCOHOL,PIWO BOJAN FAJRANT 0_5 L B/ZWR,11.0,1.65909090909091,-3.29,-7.61,0,2,76.04
142,1836.0,1836.0,2018-01-02,8,ALCOHOL,PIWO BOJAN KOKOS 0_5 L B/ZWR,1.0,3.02,-3.29,-7.61,0,2,76.04
143,1837.0,1837.0,2018-01-02,8,ALCOHOL,PIWO BOJAN STRAZACKIE 0_5 L B/ZW,6.0,2.5,-3.29,-7.61,0,2,76.04
144,1838.0,1838.0,2018-01-02,8,ALCOHOL,PIWO CIECHAN LAGEROWE 0_5 L B/ZW,2.0,2.45,-3.29,-7.61,0,2,76.04
145,1839.0,1839.0,2018-01-02,8,ALCOHOL,PIWO CIECHAN MIODOWE 0_5 L B/ZW,9.0,3.78,-3.29,-7.61,0,2,76.04
146,1840.0,1840.0,2018-01-02,8,ALCOHOL,PIWO DEBOWE MOCNE 0_5L BUTELKA,32.0,1.799375,-3.29,-7.61,0,2,76.04
147,1841.0,1841.0,2018-01-02,8,ALCOHOL,PIWO DEBOWE MOCNE 0_5L PUSZKA,8.0,2.36,-3.29,-7.61,0,2,76.04
148,1842.0,1842.0,2018-01-02,8,ALCOHOL,PIWO DESPERADOS 0_4 L,12.0,2.485,-3.29,-7.61,0,2,76.04
149,1843.0,1843.0,2018-01-02,8,ALCOHOL,PIWO DESPERADOS 0_4 L 6%  B/BEZW,5.0,2.67,-3.29,-7.61,0,2,76.04
150,1844.0,1844.0,2018-01-02,8,ALCOHOL,PIWO DESPERADOS 580 ML,3.0,3.09,-3.29,-7.61,0,2,76.04
151,1845.0,1845.0,2018-01-02,8,ALCOHOL,PIWO DESPERADOS RED 0_4 L,6.0,2.57,-3.29,-7.61,0,2,76.04
152,1846.0,1846.0,2018-01-02,8,ALCOHOL,PIWO EB 0_5 L B/ZWR,9.0,1.73333333333333,-3.29,-7.61,0,2,76.04
153,1847.0,1847.0,2018-01-02,8,ALCOHOL,PIWO EB 0_5 L PUSZKA,12.0,2.07,-3.29,-7.61,0,2,76.04
154,1848.0,1848.0,2018-01-02,8,ALCOHOL,PIWO FOX 0_5 L PUSZKA MOCNE,59.0,1.26457627118644,-3.29,-7.61,0,2,76.04
155,1849.0,1849.0,2018-01-02,8,ALCOHOL,PIWO FOX 0_5L PUSZKA JASNE,47.0,1.0748936170212802,-3.29,-7.61,0,2,76.04
156,1850.0,1850.0,2018-01-02,8,ALCOHOL,PIWO HEINEKEN 0_5L B BEZ ZWROT,11.0,2.33,-3.29,-7.61,0,2,76.04
157,1851.0,1851.0,2018-01-02,8,ALCOHOL,PIWO KARMI 0_5L BUT /ZWROT,1.0,2.13,-3.29,-7.61,0,2,76.04
158,1852.0,1852.0,2018-01-02,8,ALCOHOL,PIWO KASZTELAN 0_5 BUTELKA,1.0,1.39,-3.29,-7.61,0,2,76.04
159,1853.0,1853.0,2018-01-02,8,ALCOHOL,PIWO KSIAZECE IPA 0_5 B/ZWR,9.0,3.15,-3.29,-7.61,0,2,76.04
160,1854.0,1854.0,2018-01-02,8,ALCOHOL,PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR,3.0,2.43,-3.29,-7.61,0,2,76.04
161,1855.0,1855.0,2018-01-02,8,ALCOHOL,PIWO LECH  FREE 0_5 L  B/ZWR,3.0,2.02,-3.29,-7.61,0,2,76.04
162,1856.0,1856.0,2018-01-02,8,ALCOHOL,PIWO LECH LITE 0_33 BUT BEZ/ZW,1.0,1.55,-3.29,-7.61,0,2,76.04
163,1857.0,1857.0,2018-01-02,8,ALCOHOL,PIWO LECH PILS 0_5L BUTELKA,149.0,1.8348322147651002,-3.29,-7.61,0,2,76.04
164,1858.0,1858.0,2018-01-02,8,ALCOHOL,PIWO LECH PILS 0_5L PUSZKA,20.0,2.2,-3.29,-7.61,0,2,76.04
165,1859.0,1859.0,2018-01-02,8,ALCOHOL,PIWO LECH PREMIUM 0_5L  PUSZKA,29.0,2.0031034482758603,-3.29,-7.61,0,2,76.04
166,1860.0,1860.0,2018-01-02,8,ALCOHOL,PIWO LECH PREMIUM 0_5L BUTELKA,77.0,1.6957142857142902,-3.29,-7.61,0,2,76.04
167,1861.0,1861.0,2018-01-02,8,ALCOHOL,PIWO LWOWEK PORTER 0_5 L B/ZWR,2.0,3.89,-3.29,-7.61,0,2,76.04
168,1862.0,1862.0,2018-01-02,8,ALCOHOL,PIWO LWÓWEK 0_5 L B/ZWR,2.0,2.45,-3.29,-7.61,0,2,76.04
169,1863.0,1863.0,2018-01-02,8,ALCOHOL,PIWO MOCNE POLSKIE 0_33L,42.0,0.56,-3.29,-7.61,0,2,76.04
170,1864.0,1864.0,2018-01-02,8,ALCOHOL,PIWO MUSCOVADO 0_5 L B/ZWR,1.0,3.95,-3.29,-7.61,0,2,76.04
171,1865.0,1865.0,2018-01-02,8,ALCOHOL,PIWO OKOCIM 0_5 L RADLER B/Z LIMON,1.0,1.82,-3.29,-7.61,0,2,76.04
172,1866.0,1866.0,2018-01-02,8,ALCOHOL,PIWO OKOCIM PILS 0_5 B/ZWROTNA,12.0,1.57,-3.29,-7.61,0,2,76.04
173,1867.0,1867.0,2018-01-02,8,ALCOHOL,PIWO PILSNER URQUELL 0_5L BUTELKA,1.0,3.82,-3.29,-7.61,0,2,76.04
174,1868.0,1868.0,2018-01-02,8,ALCOHOL,PIWO PRAZUBR 0_5 L PUSZKA,4.0,2.3,-3.29,-7.61,0,2,76.04
