,date,sku,group,name,quantity,unit_cogs,agg_cogs,unit_revenue,gross_margin,sunrise,sunset,HeatIndexC,cloudcover,humidity,tempC,Avgtemp
2666,2018-01-02,11767,DAIRY_CHESSE,MLEKO SWIEZE SREM  1 L 3_2%,22.0,"1,95",42.9,2.25,13.14,08:52 AM,04:33 PM,2,62,89,3,2.0
2667,2018-01-02,11766,DAIRY_CHESSE,MLEKO SWIEZE SREM 1 L 2%,29.0,"1,8",52.2,2.16,16.75,08:52 AM,04:33 PM,2,62,89,3,2.0
2668,2018-01-02,11765,DAIRY_CHESSE,MLEKO ZSIADLE 330 G,5.0,"0,99",4.95,0.74,-33.06,08:52 AM,04:33 PM,2,62,89,3,2.0
2669,2018-01-02,8294,GENERAL,MLEKOLAKI CHOCO 250 G,2.0,"2,91",5.82,3.99,27.07,08:52 AM,04:33 PM,2,62,89,3,2.0
2670,2018-01-02,8438,GENERAL,MOZZARELLA 125 G MINI,1.0,"3,06",3.06,4.2,27.14,08:52 AM,04:33 PM,2,62,89,3,2.0
2671,2018-01-02,3515,GROATS_RICE_PASTA,MUSZTARDA DEVELEY 210 G SAREPSKA,2.0,"0,92",1.84,1.29,28.68,08:52 AM,04:33 PM,2,62,89,3,2.0
2672,2018-01-02,3514,GROATS_RICE_PASTA,MUSZTARDA DEVELEY 210 G STO?OWA,1.0,"0,92",0.92,1.29,28.68,08:52 AM,04:33 PM,2,62,89,3,2.0
2673,2018-01-02,4058,DAIRY_CHESSE,MUSZTARDA FANEX 1 KG PREMIUM,2.0,"4,27",8.54,3.11,-37.3,08:52 AM,04:33 PM,2,62,89,3,2.0
2674,2018-01-02,744,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,MUSZTARDA SAREPSKA 200G PEGAZ,10.0,"1,35",13.5,1.86,27.42,08:52 AM,04:33 PM,2,62,89,3,2.0
2675,2018-01-02,745,GENERAL_FOOD,MUSZTARDA STOLOWA 200G PEGAZ,34.0,"1,24",42.1,1.82,31.97,08:52 AM,04:33 PM,2,62,89,3,2.0
2676,2018-01-02,5922,CHEMISTRY,MYDLO ARKO KREMEM ZIELONE 90 GR,2.0,"0,88",1.76,1.48,40.54,08:52 AM,04:33 PM,2,62,89,3,2.0
2677,2018-01-02,2419,CHEMISTRY,MYDLO BAMBINO 90 G,3.0,"1,3",3.9,1.94,32.99,08:52 AM,04:33 PM,2,62,89,3,2.0
2678,2018-01-02,4064,CHEMISTRY,MYDLO LUKSJA 90 G LINEN,1.0,"0,8",0.8,1.42,43.66,08:52 AM,04:33 PM,2,62,89,3,2.0
2679,2018-01-02,8186,CHEMISTRY,MYDLO LUKSJA CREAM 100 G,1.0,"0,8",0.8,1.42,43.66,08:52 AM,04:33 PM,2,62,89,3,2.0
2680,2018-01-02,6764,CHEMISTRY,MYDLO SZARE 175 G,1.0,"1,49",1.49,2.13,30.05,08:52 AM,04:33 PM,2,62,89,3,2.0
2681,2018-01-02,4725,CHEMISTRY,MYD?O LUKSJA W KOSTCE ROCE 90G,2.0,"0,86",1.72,1.42,39.44,08:52 AM,04:33 PM,2,62,89,3,2.0
2682,2018-01-02,8137,CHEMISTRY,MYSZ NAKRECANA,1.0,"3,35",3.35,5.16,35.08,08:52 AM,04:33 PM,2,62,89,3,2.0
2683,2018-01-02,8643,DRINK_JUICE,NAP ALOE VERA 0_5 L,2.0,"1,87",3.74,2.71,31.0,08:52 AM,04:33 PM,2,62,89,3,2.0
2684,2018-01-02,3062,DRINK_JUICE,NAP AQA 1_5 GAZ CYTR+MIETA,3.0,"0,74",2.22,1.13,34.51,08:52 AM,04:33 PM,2,62,89,3,2.0
2685,2018-01-02,3480,GENERAL_FOOD,NAP AQA 1_5 L GAZ ZURAWINA,11.0,"0,73",8.03,1.13,35.4,08:52 AM,04:33 PM,2,62,89,3,2.0
2686,2018-01-02,5544,DRINK_JUICE,NAP AQA 1_5 L N/GAZ CYTRYNA,8.0,"0,74",5.92,1.13,34.51,08:52 AM,04:33 PM,2,62,89,3,2.0
2687,2018-01-02,5768,DRINK_JUICE,NAP AQA PLUS 0_5 L CYTR+MIETA,1.0,"0,55",0.55,0.89,38.2,08:52 AM,04:33 PM,2,62,89,3,2.0
2688,2018-01-02,3048,SWEETS,NAP AQA PLUS 1_5 L GAZ JAB+PIGWA,9.0,"0,73",6.59,1.13,35.2,08:52 AM,04:33 PM,2,62,89,3,2.0
2689,2018-01-02,2227,DRINK_JUICE,NAP BAHAMA 1 L POMARANCZ,1.0,"2,81",2.81,3.99,29.57,08:52 AM,04:33 PM,2,62,89,3,2.0
2690,2018-01-02,3743,DRINK_JUICE,NAP CAPRIO JAB.ARONIA.WISNIA 2L,4.0,"3,03",12.12,3.8,20.26,08:52 AM,04:33 PM,2,62,89,3,2.0
2691,2018-01-02,2453,DRINK_JUICE,NAP CAPRIO JABL.MALINA 2L,4.0,"2,99",11.96,3.8,21.32,08:52 AM,04:33 PM,2,62,89,3,2.0
2692,2018-01-02,2454,DRINK_JUICE,NAP CAPRIO JABLKO 2L,1.0,"2,5",2.5,3.8,34.21,08:52 AM,04:33 PM,2,62,89,3,2.0
2693,2018-01-02,2455,DRINK_JUICE,NAP CAPRIO POMARANCZ 2L,6.0,"2,99",17.94,3.8,21.32,08:52 AM,04:33 PM,2,62,89,3,2.0
2694,2018-01-02,3740,DRINK_JUICE,NAP CAPRIO ROZOWY GREJFRUT 2L,1.0,"2,69",2.69,3.8,29.21,08:52 AM,04:33 PM,2,62,89,3,2.0
2695,2018-01-02,7132,DRINK_JUICE,NAP CAPRIO SOCZYSTE CZERW.WINOGRONO 1_75,1.0,"2,07",2.07,3.1,33.23,08:52 AM,04:33 PM,2,62,89,3,2.0
2696,2018-01-02,1480,DRINK_JUICE,NAP COCA COLA 0_33L PUSZKA,18.0,"1,2",21.6,1.62,25.93,08:52 AM,04:33 PM,2,62,89,3,2.0
2697,2018-01-02,2505,DRINK_JUICE,NAP COCA COLA 0_5L,21.0,"1,72",36.06,2.59,33.7,08:52 AM,04:33 PM,2,62,89,3,2.0
2698,2018-01-02,15286,DRINK_JUICE,NAP COCA COLA 1_5 L,23.0,"2,71",62.31,3.84,29.47,08:52 AM,04:33 PM,2,62,89,3,2.0
2699,2018-01-02,1661,DRINK_JUICE,NAP COCA COLA 1L,23.0,"2,47",56.74,3.24,23.86,08:52 AM,04:33 PM,2,62,89,3,2.0
2700,2018-01-02,15665,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,NAP COCA COLA 2_25 L PET,19.0,"3,71",70.43,5.11,27.46,08:52 AM,04:33 PM,2,62,89,3,2.0
2701,2018-01-02,5597,DRINK_JUICE,NAP COCA COLA CHERRY 1L,6.0,"2,44",14.64,3.42,28.65,08:52 AM,04:33 PM,2,62,89,3,2.0
2702,2018-01-02,3161,DRINK_JUICE,NAP COCA COLA ZERO 0_5L,2.0,"1,85",3.69,2.43,24.07,08:52 AM,04:33 PM,2,62,89,3,2.0
2703,2018-01-02,897,DRINK_JUICE,NAP COCA COLA ZERO 1L,10.0,"2,21",22.1,3.24,31.79,08:52 AM,04:33 PM,2,62,89,3,2.0
2704,2018-01-02,8629,DRINK_JUICE,NAP ENERG ROCKSTAR 0_25 PUSZKA,11.0,"1,29",14.19,1.86,30.65,08:52 AM,04:33 PM,2,62,89,3,2.0
2705,2018-01-02,6582,DRINK_JUICE,NAP ENERGET ROSKST 250 ML PUSZKA,1.0,"1,29",1.29,1.62,20.37,08:52 AM,04:33 PM,2,62,89,3,2.0
2706,2018-01-02,15800,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,NAP ENERGETYCZNY V-MAX 0_25L PUSZKA,76.0,"0,18",13.5,1.46,87.83,08:52 AM,04:33 PM,2,62,89,3,2.0
2707,2018-01-02,7649,DRINK_JUICE,NAP ENERGRT ROCKST 0_25 ML PUSZKA,1.0,"1,62",1.62,2.35,31.06,08:52 AM,04:33 PM,2,62,89,3,2.0
2708,2018-01-02,15439,DRINK_JUICE,NAP FANTA 1_5 L,9.0,"2,76",24.81,4.06,32.1,08:52 AM,04:33 PM,2,62,89,3,2.0
2709,2018-01-02,2787,DRINK_JUICE,NAP FANTA 1L GAZ,1.0,"2,44",2.44,3.24,24.69,08:52 AM,04:33 PM,2,62,89,3,2.0
2710,2018-01-02,6637,DRINK_JUICE,NAP FANTA PUSZKA,1.0,"1,26",1.26,1.62,22.22,08:52 AM,04:33 PM,2,62,89,3,2.0
2711,2018-01-02,6632,DRINK_JUICE,NAP GARDEN JABLKOWY 2L,1.0,"2,32",2.32,3.8,38.95,08:52 AM,04:33 PM,2,62,89,3,2.0
2712,2018-01-02,889,DRINK_JUICE,NAP HELLENA TONIC 1_25L GAZ,7.0,"1,4",9.77,1.99,29.86,08:52 AM,04:33 PM,2,62,89,3,2.0
2713,2018-01-02,17390,DRINK_JUICE,NAP HELLENA YOO 1_25 L GAZ,3.0,"1,31",3.93,1.99,34.17,08:52 AM,04:33 PM,2,62,89,3,2.0
2714,2018-01-02,11389,DRINK_JUICE,NAP HORTEX 0_2 L SCOOBY-DOO,1.0,"0,99",0.99,1.32,25.0,08:52 AM,04:33 PM,2,62,89,3,2.0
2715,2018-01-02,10847,DRINK_JUICE,NAP HORTEX 0_2 SCUBI,2.0,"0,87",1.74,1.32,34.09,08:52 AM,04:33 PM,2,62,89,3,2.0
2716,2018-01-02,15041,DRINK_JUICE,NAP HORTEX 1 L ANANAS,1.0,"4,25",4.25,5.91,28.09,08:52 AM,04:33 PM,2,62,89,3,2.0
2717,2018-01-02,1054,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,NAP HORTEX 1 L BANANOWY,2.0,"3,09",6.18,4.66,33.69,08:52 AM,04:33 PM,2,62,89,3,2.0
2718,2018-01-02,14341,DRINK_JUICE,NAP HORTEX 1 L CZARNA PORZECZKA,4.0,"2,19",8.76,3.8,42.37,08:52 AM,04:33 PM,2,62,89,3,2.0
2719,2018-01-02,6532,DRINK_JUICE,NAP HORTEX 1 L JABLKO,7.0,"2,68",18.79,3.8,29.36,08:52 AM,04:33 PM,2,62,89,3,2.0
2720,2018-01-02,6533,DRINK_JUICE,NAP HORTEX 1 L POMARANCZOWY,8.0,"3,22",25.76,5.04,36.11,08:52 AM,04:33 PM,2,62,89,3,2.0
2721,2018-01-02,8165,DRINK_JUICE,NAP JURAJSKA ORANZADA BIALA 1_25 G,1.0,"1,57",1.57,1.1,-42.73,08:52 AM,04:33 PM,2,62,89,3,2.0
2722,2018-01-02,7172,DRINK_JUICE,NAP MIRINDA ORANGE 0_5L,2.0,"1,66",3.32,2.43,31.69,08:52 AM,04:33 PM,2,62,89,3,2.0
2723,2018-01-02,18794,DRINK_JUICE,NAP MIRINDA ORANGE GAZ.1L,4.0,"2,34",9.36,3.24,27.78,08:52 AM,04:33 PM,2,62,89,3,2.0
2724,2018-01-02,6554,DRINK_JUICE,NAP MUSUJACY 0_75,1.0,"5,14",5.14,3.25,-58.15,08:52 AM,04:33 PM,2,62,89,3,2.0
2725,2018-01-02,19116,DRINK_JUICE,NAP NAPI 0_25 BUTELKA,4.0,"0,68",2.72,1.0,32.0,08:52 AM,04:33 PM,2,62,89,3,2.0
2726,2018-01-02,17741,DRINK_JUICE,NAP NAPI MULTIWITAMINA 200 ML,6.0,"0,46",2.76,0.66,30.3,08:52 AM,04:33 PM,2,62,89,3,2.0
2727,2018-01-02,16606,DRINK_JUICE,NAP NAPI POMARANCZ 0_2L,9.0,"0,46",4.14,0.75,38.67,08:52 AM,04:33 PM,2,62,89,3,2.0
2728,2018-01-02,16657,DRINK_JUICE,NAP NAPPI JABLKO/WISNIOWY 2L,1.0,"2,22",2.22,3.28,32.32,08:52 AM,04:33 PM,2,62,89,3,2.0
2729,2018-01-02,8751,DRINK_JUICE,NAP RED BULL 0_25L PUSZKA,3.0,"3,28",9.84,4.26,23.0,08:52 AM,04:33 PM,2,62,89,3,2.0
2730,2018-01-02,16367,VODKA_ALCOHOL,NAP SPIR  ABSOLWENT CYTR.01,42.0,"3,07",129.13,4.06,24.27,08:52 AM,04:33 PM,2,62,89,3,2.0
2731,2018-01-02,2364,VODKA_ALCOHOL,NAP SPIR ABSOLWENT POZIOMAKA 0_1 30%,95.0,"3,07",291.5,3.74,18.02,08:52 AM,04:33 PM,2,62,89,3,2.0
2732,2018-01-02,8402,VODKA_ALCOHOL,NAP SPIR ABSOLWENT SLIWKA 0_1,137.0,"3,06",419.29,3.76,18.58,08:52 AM,04:33 PM,2,62,89,3,2.0
2733,2018-01-02,8283,VODKA_ALCOHOL,NAP SPIR BARMANSKA 0_5 L ARBUZ,1.0,"5,6",5.6,7.6,26.32,08:52 AM,04:33 PM,2,62,89,3,2.0
2734,2018-01-02,18727,VODKA_ALCOHOL,NAP SPIR CYTRYNOWKA 0_1 30%,77.0,"3,26",251.4,4.22,22.63,08:52 AM,04:33 PM,2,62,89,3,2.0
2735,2018-01-02,17134,VODKA_ALCOHOL,NAP SPIR CYTRYNOWKA 30% 200ML,22.0,"6,45",141.81,8.49,24.08,08:52 AM,04:33 PM,2,62,89,3,2.0
2736,2018-01-02,17528,VODKA_ALCOHOL,NAP SPIR GREJPFRUTOWA 0_1 30%,20.0,"3,19",63.89,4.22,24.3,08:52 AM,04:33 PM,2,62,89,3,2.0
2737,2018-01-02,8788,VODKA_ALCOHOL,NAP SPIR KRAKOWSKA 0_2 SLIWKA,1.0,"5,76",5.76,7.28,20.88,08:52 AM,04:33 PM,2,62,89,3,2.0
2738,2018-01-02,8727,VODKA_ALCOHOL,NAP SPIR SASKA SLIWKA 0_1,25.0,"2,79",69.75,3.63,23.14,08:52 AM,04:33 PM,2,62,89,3,2.0
2739,2018-01-02,8728,VODKA_ALCOHOL,NAP SPIR SASKA SLIWKA 0_2,4.0,"4,99",19.96,6.84,27.05,08:52 AM,04:33 PM,2,62,89,3,2.0
2740,2018-01-02,6065,VODKA_ALCOHOL,NAP SPIR SOPLICA CYTRYNA 0_5 L,1.0,"15,75",15.75,20.32,22.49,08:52 AM,04:33 PM,2,62,89,3,2.0
2741,2018-01-02,7063,VODKA_ALCOHOL,NAP SPIR SOPLICA CZ.PORZECZKA 0_1 L,3.0,"3,79",11.37,4.86,22.02,08:52 AM,04:33 PM,2,62,89,3,2.0
2742,2018-01-02,16957,VODKA_ALCOHOL,NAP SPIR SOPLICA PIGWOWA 0_1,17.0,"3,67",62.37,4.79,23.41,08:52 AM,04:33 PM,2,62,89,3,2.0
2743,2018-01-02,18000,VODKA_ALCOHOL,NAP SPIR SOPLICA SLIWKOWA 0_1,5.0,"3,82",19.1,4.79,20.25,08:52 AM,04:33 PM,2,62,89,3,2.0
2744,2018-01-02,6452,WINE_ALCOHOL 18%,NAP SPIR SOPLICA WISNIA 0_2,5.0,"7,38",36.9,9.62,23.28,08:52 AM,04:33 PM,2,62,89,3,2.0
2745,2018-01-02,18544,VODKA_ALCOHOL,NAP SPIR SOPLICA WISNIOWA 0_5 L,3.0,"16,14",48.42,20.32,20.57,08:52 AM,04:33 PM,2,62,89,3,2.0
2746,2018-01-02,7896,VODKA_ALCOHOL,NAP SPIR SOPLICA WISNIOWA 36% 0_1L,5.0,"3,69",18.45,4.79,22.96,08:52 AM,04:33 PM,2,62,89,3,2.0
2747,2018-01-02,18778,VODKA_ALCOHOL,NAP SPIR SOPLICA Z PIGWA 0_5 L,1.0,"16,61",16.61,21.13,21.39,08:52 AM,04:33 PM,2,62,89,3,2.0
2748,2018-01-02,3721,VODKA_ALCOHOL,NAP SPIR WISNIOWKA  0_1 L,6.0,"3,19",19.14,4.38,27.17,08:52 AM,04:33 PM,2,62,89,3,2.0
2749,2018-01-02,14600,VODKA_ALCOHOL,NAP SPIR ZOLADKOWA GORZKA 36% 0_2L,13.0,"8,08",104.98,10.56,23.53,08:52 AM,04:33 PM,2,62,89,3,2.0
2750,2018-01-02,14200,VODKA_ALCOHOL,NAP SPIR ZOLADKOWA GORZKA Z MIETA 0_2L,10.0,"8,11",81.05,10.56,23.25,08:52 AM,04:33 PM,2,62,89,3,2.0
2751,2018-01-02,19805,VODKA_ALCOHOL,NAP SPIR ZOLADKOWA GORZKA- MIETA 0_5L,3.0,"17,45",52.35,21.13,17.42,08:52 AM,04:33 PM,2,62,89,3,2.0
2752,2018-01-02,1028,VODKA_ALCOHOL,NAP SPIR ZO?ADKOWA GORZKA 0_1 36%,20.0,"4,14",82.8,5.33,22.33,08:52 AM,04:33 PM,2,62,89,3,2.0
2753,2018-01-02,4573,VODKA_ALCOHOL,NAP SPIR ZO?ADKOWA GORZKA Z FIG? 0_2,2.0,"8,35",16.7,10.56,20.93,08:52 AM,04:33 PM,2,62,89,3,2.0
2754,2018-01-02,4303,VODKA_ALCOHOL,NAP SPIR ZO?ADKOWA Z MIETA 0_1 ML,20.0,"4,14",82.71,5.33,22.41,08:52 AM,04:33 PM,2,62,89,3,2.0
2755,2018-01-02,8081,VODKA_ALCOHOL,NAP SPOLICA PRZYPALANA 0_5 L,1.0,"16,7",16.7,21.13,20.97,08:52 AM,04:33 PM,2,62,89,3,2.0
2756,2018-01-02,9393,DRINK_JUICE,NAP SPRITE 0_33L PUSZKA,6.0,"1,2",7.2,1.62,25.93,08:52 AM,04:33 PM,2,62,89,3,2.0
2757,2018-01-02,15438,DRINK_JUICE,NAP SPRITE 1_5 L,8.0,"2,68",21.44,4.06,33.99,08:52 AM,04:33 PM,2,62,89,3,2.0
2758,2018-01-02,1488,DRINK_JUICE,NAP SPRITE 1L GAZ,7.0,"2,48",17.33,3.24,23.59,08:52 AM,04:33 PM,2,62,89,3,2.0
2759,2018-01-02,13444,DRINK_JUICE,NAP TIGER PUSZKA 0_25,62.0,"1,2",74.55,1.78,32.45,08:52 AM,04:33 PM,2,62,89,3,2.0
2760,2018-01-02,16856,DRINK_JUICE,NAP TYMB.MULTIW.200 ML,2.0,"0,95",1.9,1.0,4.52,08:52 AM,04:33 PM,2,62,89,3,2.0
2761,2018-01-02,1126,DRINK_JUICE,NAP TYMBARK 0_25 L JAB+WISNIA,12.0,"0,81",9.72,1.23,34.15,08:52 AM,04:33 PM,2,62,89,3,2.0
2762,2018-01-02,5113,DRINK_JUICE,NAP TYMBARK 0_25 L JAB/BRZOSK,1.0,"0,88",0.88,1.23,28.46,08:52 AM,04:33 PM,2,62,89,3,2.0
2763,2018-01-02,7480,DRINK_JUICE,NAP TYMBARK 0_25 L POM.BRZOSK,10.0,"0,81",8.1,1.23,34.15,08:52 AM,04:33 PM,2,62,89,3,2.0
2764,2018-01-02,13177,DRINK_JUICE,NAP TYMBARK 0_25L  JABLKO-MIETA,6.0,"0,81",4.86,1.23,34.15,08:52 AM,04:33 PM,2,62,89,3,2.0
2765,2018-01-02,18843,DRINK_JUICE,NAP TYMBARK 0_5 L CYTR+MIETA,8.0,"1,1",8.8,2.18,49.54,08:52 AM,04:33 PM,2,62,89,3,2.0
2766,2018-01-02,2138,DRINK_JUICE,NAP TYMBARK 1 L  WISNIA JABLK0,7.0,"1,78",12.44,2.66,33.19,08:52 AM,04:33 PM,2,62,89,3,2.0
2767,2018-01-02,6236,DRINK_JUICE,NAP TYMBARK 1 L CZRNA PORZECZKA,1.0,"2,79",2.79,4.75,41.26,08:52 AM,04:33 PM,2,62,89,3,2.0
2768,2018-01-02,2132,DRINK_JUICE,NAP TYMBARK 1 L JAB/BRZOSKW,7.0,"1,66",11.62,2.66,37.59,08:52 AM,04:33 PM,2,62,89,3,2.0
2769,2018-01-02,12124,DRINK_JUICE,NAP TYMBARK 1 L JABLKO/MIETA 1L,2.0,"1,86",3.72,2.66,30.08,08:52 AM,04:33 PM,2,62,89,3,2.0
2770,2018-01-02,4366,DRINK_JUICE,NAP TYMBARK 1 L JAB?KO 100%,2.0,"2,81",5.62,3.99,29.57,08:52 AM,04:33 PM,2,62,89,3,2.0
2771,2018-01-02,816,DRINK_JUICE,NAP TYMBARK 1 L KAKTUS,10.0,"2,46",24.6,3.61,31.86,08:52 AM,04:33 PM,2,62,89,3,2.0
2772,2018-01-02,6660,DRINK_JUICE,NAP TYMBARK 1 L LIMONKA OWOCE SWIAT,2.0,"2,46",4.92,3.61,31.86,08:52 AM,04:33 PM,2,62,89,3,2.0
2773,2018-01-02,16687,DRINK_JUICE,NAP TYMBARK 1 L MANGO,6.0,"2,41",14.48,3.61,33.15,08:52 AM,04:33 PM,2,62,89,3,2.0
2774,2018-01-02,8886,DRINK_JUICE,NAP TYMBARK 1 L OWOC GRANATU,4.0,"2,41",9.63,3.61,33.31,08:52 AM,04:33 PM,2,62,89,3,2.0
2775,2018-01-02,8592,DRINK_JUICE,NAP TYMBARK 1 L POLSKI OGROD,4.0,"1,95",7.8,2.85,31.58,08:52 AM,04:33 PM,2,62,89,3,2.0
2776,2018-01-02,6478,DRINK_JUICE,NAP TYMBARK 1 L ZIEL BANAN,3.0,"2,39",7.17,3.61,33.8,08:52 AM,04:33 PM,2,62,89,3,2.0
2777,2018-01-02,4845,DRINK_JUICE,NAP TYMBARK 1_75 L POMARANCZ,4.0,"5,6",22.41,7.61,26.38,08:52 AM,04:33 PM,2,62,89,3,2.0
2778,2018-01-02,15716,DRINK_JUICE,NAP TYMBARK 2L ASEPTIC JAB/WISNIA,11.0,"2,58",28.38,4.37,40.96,08:52 AM,04:33 PM,2,62,89,3,2.0
2779,2018-01-02,15717,DRINK_JUICE,NAP TYMBARK 2L ASEPTIC POM/BRZOSK,10.0,"2,58",25.8,4.37,40.96,08:52 AM,04:33 PM,2,62,89,3,2.0
2780,2018-01-02,1068,DRINK_JUICE,NAP.VOLCANO COLA LEPSZY SMAK GAZ 2L.,6.0,"0,73",4.38,1.33,45.11,08:52 AM,04:33 PM,2,62,89,3,2.0
2781,2018-01-02,1639,GENERAL_FOOD,OCET 0_5L 10% PEGAZ,48.0,"1,21",58.08,1.62,25.31,08:52 AM,04:33 PM,2,62,89,3,2.0
2782,2018-01-02,15610,GENERAL_FOOD,OCET JABLKOWY 250 ML,1.0,"4,24",4.24,6.06,30.03,08:52 AM,04:33 PM,2,62,89,3,2.0
2783,2018-01-02,19586,GENERAL_FOOD,OCET KULINARNY 0_480 ML L PLASTIK,13.0,"0,92",11.96,1.2,23.48,08:52 AM,04:33 PM,2,62,89,3,2.0
2784,2018-01-02,7386,GENERAL,OCET WINNY ZIO?OWY 750 ML,1.0,"4,28",4.28,6.12,30.07,08:52 AM,04:33 PM,2,62,89,3,2.0
2785,2018-01-02,5984,CHEMISTRY,ODSWIEZACZ  SZYSZKA,1.0,"3,89",3.89,5.61,30.66,08:52 AM,04:33 PM,2,62,89,3,2.0
2786,2018-01-02,6351,CHEMISTRY,ODSWIEZACZ SPRAY 400 ML,1.0,"3,27",3.27,4.79,31.73,08:52 AM,04:33 PM,2,62,89,3,2.0
2787,2018-01-02,7578,CHEMISTRY,ODSWIEZACZ ZAPAS DO SZYSZKI,1.0,"3,29",3.29,4.67,29.55,08:52 AM,04:33 PM,2,62,89,3,2.0
2788,2018-01-02,3713,MEAT,OGONOWKA WEDZONA  KG,1.66,"15,99",26.47,18.15,11.88,08:52 AM,04:33 PM,2,62,89,3,2.0
2789,2018-01-02,5582,CANNED_PATE,OGOREK KISZONE LUZ,6.67,4,26.68,5.28,24.25,08:52 AM,04:33 PM,2,62,89,3,2.0
2790,2018-01-02,6576,GENERAL,OLEJ KOKOSOWY 200 ML,1.0,"5,44",5.44,3.5,-55.43,08:52 AM,04:33 PM,2,62,89,3,2.0
2791,2018-01-02,2210,OILS,OLEJ KUJAWSKI 1L,17.0,"5,02",85.38,6.66,24.59,08:52 AM,04:33 PM,2,62,89,3,2.0
2792,2018-01-02,16694,OILS,OLEJ LNIANY 200 ML,18.0,"5,52",99.36,7.37,25.1,08:52 AM,04:33 PM,2,62,89,3,2.0
2793,2018-01-02,8738,OILS,OLEJ NIEZBEDNY 0_5L,8.0,"2,53",20.24,3.74,32.35,08:52 AM,04:33 PM,2,62,89,3,2.0
2794,2018-01-02,5428,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,OLEJ NIEZBEDNY 1L,1.0,"4,22",4.22,4.75,11.16,08:52 AM,04:33 PM,2,62,89,3,2.0
2795,2018-01-02,3935,OILS,OLEJ SLONECZNIKOWY BARTEK 1L,2.0,"6,04",12.08,7.5,19.47,08:52 AM,04:33 PM,2,62,89,3,2.0
2796,2018-01-02,8399,GENERAL,OLIWKI 50 G,1.0,"1,17",1.17,1.59,26.42,08:52 AM,04:33 PM,2,62,89,3,2.0
2797,2018-01-02,13770,DRINK_JUICE,ORANZADA W BUT.ZWROTNEJ,92.0,"0,46",42.21,0.8,42.34,08:52 AM,04:33 PM,2,62,89,3,2.0
2798,2018-01-02,8067,SWEETS,ORANZADA W PROSZKU ROZEK,10.0,"0,73",7.3,1.13,35.4,08:52 AM,04:33 PM,2,62,89,3,2.0
2799,2018-01-02,5649,SWEETS,ORANZADA W PROSZKU SUPER,21.0,"0,37",7.77,0.64,42.19,08:52 AM,04:33 PM,2,62,89,3,2.0
2800,2018-01-02,17917,OCCASIONAL,ORANZADKA W PROSZKU,8.0,"0,24",1.92,0.4,40.0,08:52 AM,04:33 PM,2,62,89,3,2.0
2801,2018-01-02,4670,GENERAL_FOOD,ORZECHY WLOSKIE 100 G KRESTO,1.0,"6,76",6.76,9.27,27.08,08:52 AM,04:33 PM,2,62,89,3,2.0
2802,2018-01-02,5376,GROATS_RICE_PASTA,ORZESZKI SOLONE 40 G,1.0,"0,72",0.72,0.98,26.53,08:52 AM,04:33 PM,2,62,89,3,2.0
2803,2018-01-02,5620,GENERAL,ORZESZKI W SKORUPCE 100G PAPRYKA,6.0,"1,57",9.42,2.31,32.03,08:52 AM,04:33 PM,2,62,89,3,2.0
2804,2018-01-02,17041,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,ORZESZKI ZIEMNE OK SOLONE 150G PUSZ,5.0,"2,65",13.25,3.69,28.18,08:52 AM,04:33 PM,2,62,89,3,2.0
2805,2018-01-02,1194,GENERAL_FOOD,OTREBY PSZENNE 125 STOISLAW,2.0,"0,6",1.2,0.47,-27.66,08:52 AM,04:33 PM,2,62,89,3,2.0
2806,2018-01-02,16087,FISH,P PASTA LOSOS ZE SZCZYPIORKIEM,12.0,"1,73",20.76,2.66,34.96,08:52 AM,04:33 PM,2,62,89,3,2.0
2807,2018-01-02,16089,FISH,P PASTA Z TUNCZYKA,2.0,"1,7",3.4,2.66,36.09,08:52 AM,04:33 PM,2,62,89,3,2.0
2808,2018-01-02,16804,FISH,P PASTELLA JAJECZNA ZE SZCZYPIORKIEM,9.0,"1,63",14.64,2.58,36.95,08:52 AM,04:33 PM,2,62,89,3,2.0
2809,2018-01-02,1849,FISH,P PLAT SLEDZ.SMAZONE LUZ,2.57,"12,11",31.09,18.7,35.24,08:52 AM,04:33 PM,2,62,89,3,2.0
2810,2018-01-02,2845,FISH,P PLATY  MARYNOWANE,6.32,"13,45",85.02,18.85,28.64,08:52 AM,04:33 PM,2,62,89,3,2.0
2811,2018-01-02,2844,FISH,P SLEDZ A LA MATIAS LUZ,5.77,"11,76",67.78,15.94,26.25,08:52 AM,04:33 PM,2,62,89,3,2.0
2812,2018-01-02,8878,BREAD,PACZEK/JAGODZIANKA,286.0,"1,35",384.95,1.61,16.18,08:52 AM,04:33 PM,2,62,89,3,2.0
2813,2018-01-02,7990,SWEETS,PALUSZKI BESK. 70G,24.0,"0,7",16.86,1.05,33.1,08:52 AM,04:33 PM,2,62,89,3,2.0
2814,2018-01-02,7572,GENERAL_FOOD,PALUSZKI BESKIDZKIE SOLONE 300G,6.0,"2,27",13.59,3.16,28.32,08:52 AM,04:33 PM,2,62,89,3,2.0
