,date,sku,group,name,quantity,unit_cogs,agg_cogs,unit_revenue,gross_margin,sunrise,sunset,HeatIndexC,cloudcover,humidity,tempC,Avgtemp
10935,2018-01-06,7583,CHEMISTRY,RECZNIK PAPIEROWY MEA 2W 100,22.0,"2,69",59.18,3.65,26.36,08:51 AM,04:38 PM,4,67,89,6,4.0
10936,2018-01-06,7727,CHEMISTRY,REKAW DO PIECZENIA 3 M,3.0,"1,4",4.2,2.11,33.65,08:51 AM,04:38 PM,4,67,89,6,4.0
10937,2018-01-06,14139,CHEMISTRY,REKAWICE JEDNORAZOWE,90.0,"0,2",18.0,0.36,44.44,08:51 AM,04:38 PM,4,67,89,6,4.0
10938,2018-01-06,4985,OCCASIONAL,REKLAMOWKA  JEDNORAZOWA,265.0,"0,06",14.85,0.28,79.99,08:51 AM,04:38 PM,4,67,89,6,4.0
10939,2018-01-06,1165,CHEMISTRY,REKLAMOWKA Z UCHWYTEM,75.0,"0,3",22.5,0.53,43.4,08:51 AM,04:38 PM,4,67,89,6,4.0
10940,2018-01-06,8526,SPICES,RODZYNKI 100GR SULTANSKIE HELIO,2.0,"1,49",2.98,2.77,46.21,08:51 AM,04:38 PM,4,67,89,6,4.0
10941,2018-01-06,7498,SWEETS,ROGAL 7 DAY`S DUBLE KAKAO WANIL.110G,1.0,"1,71",1.71,2.43,29.63,08:51 AM,04:38 PM,4,67,89,6,4.0
10942,2018-01-06,7121,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,ROGAL 7 DAYS DOUBLE MAX,3.0,"1,71",5.13,2.43,29.63,08:51 AM,04:38 PM,4,67,89,6,4.0
10943,2018-01-06,9621,SWEETS,ROGAL 7 DAYS MAX WANILIA 110 G,3.0,"1,71",5.13,2.43,29.63,08:51 AM,04:38 PM,4,67,89,6,4.0
10944,2018-01-06,4314,GROATS_RICE_PASTA,ROGAL 7 DAYS ORZECH,4.0,"1,07",4.28,1.5,28.67,08:51 AM,04:38 PM,4,67,89,6,4.0
10945,2018-01-06,8503,SWEETS,ROGAL 7DAYS KAKAOWY 60G,5.0,"1,04",5.2,1.5,30.67,08:51 AM,04:38 PM,4,67,89,6,4.0
10946,2018-01-06,904,SWEETS,ROGAL 7DAYS SZAMPANSKI,2.0,"1,07",2.14,1.5,28.67,08:51 AM,04:38 PM,4,67,89,6,4.0
10947,2018-01-06,9273,ICE_CREAMS_FROZEN,ROZEK OREO,2.0,"2,81",5.62,3.8,26.05,08:51 AM,04:38 PM,4,67,89,6,4.0
10948,2018-01-06,2242,VODKA_ALCOHOL,RUM GOLD 0_2,2.0,"8,55",17.1,10.56,19.03,08:51 AM,04:38 PM,4,67,89,6,4.0
10949,2018-01-06,9610,SWEETS,RURKI PALOWANE W POL 120 G FLIS,2.0,"2,61",5.22,3.81,31.5,08:51 AM,04:38 PM,4,67,89,6,4.0
10950,2018-01-06,5373,GROATS_RICE_PASTA,RURKI WAFLOWE SUCHE100 G,1.0,"1,61",1.61,2.59,37.84,08:51 AM,04:38 PM,4,67,89,6,4.0
10951,2018-01-06,8074,GENERAL,RUSIECKI KIE?BASA DROBIOWA 280 G SLOIK,1.0,"5,82",5.82,8.56,32.01,08:51 AM,04:38 PM,4,67,89,6,4.0
10952,2018-01-06,8055,CHEWING_GUM_LOLIPOPS,RYZ PRWPAROWANY 90 G,10.0,"1,49",14.9,2.33,36.05,08:51 AM,04:38 PM,4,67,89,6,4.0
10953,2018-01-06,5378,GROATS_RICE_PASTA,RYZ SARITA BIALY DLUGOZIAR. 4x100G KAR,2.0,"1,4",2.8,2.28,38.6,08:51 AM,04:38 PM,4,67,89,6,4.0
10954,2018-01-06,6154,GROATS_RICE_PASTA,RYZ SARITA BIALY PARABOILED 4x100G KAR.,3.0,"1,66",4.98,2.85,41.75,08:51 AM,04:38 PM,4,67,89,6,4.0
10955,2018-01-06,666,GROATS_RICE_PASTA,RYZ SONKO  4X100G,13.0,"1,83",23.74,2.85,35.92,08:51 AM,04:38 PM,4,67,89,6,4.0
10956,2018-01-06,3947,GROATS_RICE_PASTA,RYZ SONKO 4X100 PARABOLICZNY,6.0,"2,15",12.9,3.71,42.05,08:51 AM,04:38 PM,4,67,89,6,4.0
10957,2018-01-06,1799,GROATS_RICE_PASTA,RYZ SONKO BRAZOWY 4X100 GR,1.0,"1,76",1.76,3.35,47.46,08:51 AM,04:38 PM,4,67,89,6,4.0
10958,2018-01-06,10193,BREAD,S BABKA/KEKS,2.0,"5,14",10.28,6.47,20.56,08:51 AM,04:38 PM,4,67,89,6,4.0
10959,2018-01-06,3096,BREAD,S BABKI 0_35KG,1.0,"6,5",6.5,9.26,29.81,08:51 AM,04:38 PM,4,67,89,6,4.0
10960,2018-01-06,18511,BREAD,S BULKA SOJOWA,321.0,"0,58",186.18,0.81,28.28,08:51 AM,04:38 PM,4,67,89,6,4.0
10961,2018-01-06,8661,BREAD,S CHLEB KROJONY 0_6KG,9.0,"2,23",20.07,3.04,26.64,08:51 AM,04:38 PM,4,67,89,6,4.0
10962,2018-01-06,6215,BREAD,S CHLEB KROJONY 1KG,8.0,"3,56",28.48,4.24,16.04,08:51 AM,04:38 PM,4,67,89,6,4.0
10963,2018-01-06,8860,BREAD,S CHLEB PSZENNY 0_25KG,79.5,"2,11",167.97,3.23,34.62,08:51 AM,04:38 PM,4,67,89,6,4.0
10964,2018-01-06,2615,BREAD,S CHLEB ZIARNISTY 0_3,40.0,"1,73",69.2,2.1,17.56,08:51 AM,04:38 PM,4,67,89,6,4.0
10965,2018-01-06,8739,BREAD,S CHLEB ZIARNISTY 0_6,23.0,"3,02",69.52,3.62,16.5,08:51 AM,04:38 PM,4,67,89,6,4.0
10966,2018-01-06,10648,BREAD,S CHLEB ZIARNISTY KROJONY 0_3,84.5,"1,79",151.03,2.36,24.14,08:51 AM,04:38 PM,4,67,89,6,4.0
10967,2018-01-06,11989,BREAD,S CIASTKA KRUCHPLACEK DROZDZOWY,22.34,"13,18",294.46,21.24,37.93,08:51 AM,04:38 PM,4,67,89,6,4.0
10968,2018-01-06,9412,BREAD,S JABLECZ/MURZYN/JOGURTOWY,1.0,8,8.0,10.18,21.41,08:51 AM,04:38 PM,4,67,89,6,4.0
10969,2018-01-06,9110,GENERAL_FOOD,S SERNIK,2.0,"9,5",19.0,12.03,21.03,08:51 AM,04:38 PM,4,67,89,6,4.0
10970,2018-01-06,5342,BREAD,S SKUBANIEC FOREMKA,1.0,"9,5",9.5,12.5,24.0,08:51 AM,04:38 PM,4,67,89,6,4.0
10971,2018-01-06,9596,FISH,SALATKA PIK Z MAKRELI 170 G,2.0,"2,5",5.0,3.13,20.13,08:51 AM,04:38 PM,4,67,89,6,4.0
10972,2018-01-06,6584,FISH,SALATKA PIKANTNA Z MAKRELA 130 G,8.0,"1,27",10.16,2.09,39.23,08:51 AM,04:38 PM,4,67,89,6,4.0
10973,2018-01-06,18119,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SALATKA SLONECZNY OGROD  460 G,2.0,"1,73",3.46,2.46,29.67,08:51 AM,04:38 PM,4,67,89,6,4.0
10974,2018-01-06,3584,GENERAL_FOOD,SALATKA WARZYWNA 500 G SKORUPKA,4.0,"1,76",7.04,2.36,25.42,08:51 AM,04:38 PM,4,67,89,6,4.0
10975,2018-01-06,9390,DRINK_JUICE,SCHWEPPES COLA 0_9 L,2.0,"1,62",3.24,2.59,37.45,08:51 AM,04:38 PM,4,67,89,6,4.0
10976,2018-01-06,7729,CHEMISTRY,SCIERKA UNIWERSALNA 5 SZT,1.0,"2,06",2.06,2.92,29.45,08:51 AM,04:38 PM,4,67,89,6,4.0
10977,2018-01-06,18106,CHEMISTRY,SCIERKI UNIWERSALNE 3X,3.0,"1,22",3.66,1.57,22.13,08:51 AM,04:38 PM,4,67,89,6,4.0
10978,2018-01-06,7223,SPICES,SEKACZ KAKAOWY 32 G,36.0,"0,76",27.36,1.05,27.62,08:51 AM,04:38 PM,4,67,89,6,4.0
10979,2018-01-06,1170,DAIRY_CHESSE,SER BRIE TUREK NATURALNY 125G,7.0,"3,04",21.31,4.75,35.91,08:51 AM,04:38 PM,4,67,89,6,4.0
10980,2018-01-06,3150,DAIRY_CHESSE,SER CAMEMBERT TUREK NATURALNY 120 G,3.0,"3,56",10.69,4.75,24.98,08:51 AM,04:38 PM,4,67,89,6,4.0
10981,2018-01-06,1848,DAIRY_CHESSE,SER EDEN/GOUDA/MORSKI/EDEK,5.36,"12,7",67.99,20.57,38.26,08:51 AM,04:38 PM,4,67,89,6,4.0
10982,2018-01-06,1316,DAIRY_CHESSE,SER FAVITA 270G,3.0,"2,76",8.28,3.8,27.37,08:51 AM,04:38 PM,4,67,89,6,4.0
10983,2018-01-06,1315,DAIRY_CHESSE,SER FAVITA 270G,4.0,"2,78",11.12,3.8,26.84,08:51 AM,04:38 PM,4,67,89,6,4.0
10984,2018-01-06,406,DAIRY_CHESSE,SER GOUDA LACPOL/CAMELOT,0.14,15,2.1,18.0,16.67,08:51 AM,04:38 PM,4,67,89,6,4.0
10985,2018-01-06,5580,DAIRY_CHESSE,SER LA POLLE BRI 125 G,3.0,"2,96",8.88,4.18,29.19,08:51 AM,04:38 PM,4,67,89,6,4.0
10986,2018-01-06,5581,DAIRY_CHESSE,SER LA POLLE CAMEBERT 120 G,3.0,"2,93",8.79,4.18,29.9,08:51 AM,04:38 PM,4,67,89,6,4.0
10987,2018-01-06,11439,DAIRY_CHESSE,SER LOWICKI,2.78,"15,01",41.65,19.05,21.19,08:51 AM,04:38 PM,4,67,89,6,4.0
10988,2018-01-06,9561,DAIRY_CHESSE,SER MLEKOPOL  WEDZONY 150 G,3.0,"2,93",8.79,4.19,30.07,08:51 AM,04:38 PM,4,67,89,6,4.0
10989,2018-01-06,15133,DAIRY_CHESSE,SER MLEKPOL GOUDA 150G PLASTRY,10.0,"2,34",23.4,3.8,38.42,08:51 AM,04:38 PM,4,67,89,6,4.0
10990,2018-01-06,13583,DAIRY_CHESSE,SER MLEKPOL KROLEWSKI Z KOLNA 150G PLAS,19.0,"2,93",55.67,3.7,20.81,08:51 AM,04:38 PM,4,67,89,6,4.0
10991,2018-01-06,18517,DAIRY_CHESSE,SER MLEKPOL SALAMI ZOLTY PLASTRY,17.0,"2,34",39.78,3.8,38.42,08:51 AM,04:38 PM,4,67,89,6,4.0
10992,2018-01-06,16392,DAIRY_CHESSE,SER MOZZARELLA 125 G,3.0,"2,81",8.43,4.13,31.96,08:51 AM,04:38 PM,4,67,89,6,4.0
10993,2018-01-06,9405,DAIRY_CHESSE,SER MOZZARELLA 300G,1.0,"5,12",5.12,7.04,27.27,08:51 AM,04:38 PM,4,67,89,6,4.0
10994,2018-01-06,9400,DAIRY_CHESSE,SER NA GRILA LUB PATELNIE 100G,1.0,"3,54",3.54,4.94,28.34,08:51 AM,04:38 PM,4,67,89,6,4.0
10995,2018-01-06,14732,DAIRY_CHESSE,SER PULAWSKI/GOUDA/CAMELOT,1.94,"17,01",33.0,20.0,14.95,08:51 AM,04:38 PM,4,67,89,6,4.0
10996,2018-01-06,6711,DAIRY_CHESSE,SER ROLADA USTRZYCKA,0.12,18,2.07,23.74,24.18,08:51 AM,04:38 PM,4,67,89,6,4.0
10997,2018-01-06,2088,DAIRY_CHESSE,SER SALAMI WOSK SREM,8.52,"17,32",147.54,20.94,17.28,08:51 AM,04:38 PM,4,67,89,6,4.0
10998,2018-01-06,1200,DAIRY_CHESSE,SER SMAZONY 200G SREM..,85.0,"3,75",318.9,4.72,20.55,08:51 AM,04:38 PM,4,67,89,6,4.0
10999,2018-01-06,6204,DAIRY_CHESSE,SER SMAZONY FRONCKOWIAK 200G PÓ?TLUSTY,3.0,"3,75",11.25,4.66,19.53,08:51 AM,04:38 PM,4,67,89,6,4.0
11000,2018-01-06,2192,DAIRY_CHESSE,SER SMAZONY GRANOW 200G FRACKOWIAK,1.0,"5,03",5.03,6.29,20.03,08:51 AM,04:38 PM,4,67,89,6,4.0
11001,2018-01-06,17631,DAIRY_CHESSE,SER TOP TYLZYCKI SERTOP,5.0,"1,21",6.05,1.8,32.78,08:51 AM,04:38 PM,4,67,89,6,4.0
11002,2018-01-06,1309,DAIRY_CHESSE,SER TOP ZLOTY EMENTALER SERTOP,1.0,"1,59",1.59,1.99,20.1,08:51 AM,04:38 PM,4,67,89,6,4.0
11003,2018-01-06,3203,DAIRY_CHESSE,SER TOP.WEDZONY MLEKPOL LUZ,1.0,"16,99",16.99,21.9,22.42,08:51 AM,04:38 PM,4,67,89,6,4.0
11004,2018-01-06,9457,DAIRY_CHESSE,SER TOPIONY 130 G LACTIMA  EMENTALER,3.0,"1,99",5.97,2.85,30.18,08:51 AM,04:38 PM,4,67,89,6,4.0
11005,2018-01-06,9455,DAIRY_CHESSE,SER TOPIONY 130 G LACTIMA SMIETANA,1.0,"1,99",1.99,2.85,30.18,08:51 AM,04:38 PM,4,67,89,6,4.0
11006,2018-01-06,9449,DAIRY_CHESSE,SER TOPIONY 130 G LACTIMA SZCZYPIOR,3.0,"1,99",5.97,2.85,30.18,08:51 AM,04:38 PM,4,67,89,6,4.0
11007,2018-01-06,9447,DAIRY_CHESSE,SER TOPIONY 130 G LACTIMA Z SZYNKA,1.0,"1,99",1.99,2.85,30.18,08:51 AM,04:38 PM,4,67,89,6,4.0
11008,2018-01-06,13890,DAIRY_CHESSE,SER WIEDENSKI RICOTTA,1.24,"12,34",15.3,18.08,31.76,08:51 AM,04:38 PM,4,67,89,6,4.0
11009,2018-01-06,3857,GENERAL_FOOD,SERDELKI Z DROBIEM,0.42,"9,29",3.9,11.62,20.08,08:51 AM,04:38 PM,4,67,89,6,4.0
11010,2018-01-06,4206,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SEREK SMACZEK  125 G JANA SZCZYPIOREK,8.0,"1,42",11.36,1.19,-19.58,08:51 AM,04:38 PM,4,67,89,6,4.0
11011,2018-01-06,19497,DAIRY_CHESSE,SEREK TOP.150 G MLEKOPOL,1.0,"2,81",2.81,3.8,26.05,08:51 AM,04:38 PM,4,67,89,6,4.0
11012,2018-01-06,1128,DAIRY_CHESSE,SEREK WIEJSKI 150G LEKKI PIATNICA,6.0,"1,45",8.67,1.9,23.95,08:51 AM,04:38 PM,4,67,89,6,4.0
11013,2018-01-06,2917,DAIRY_CHESSE,SEREK WIEJSKI 200G ZIARNISTY COTTAGE,66.0,"1,45",95.7,2.09,30.62,08:51 AM,04:38 PM,4,67,89,6,4.0
11014,2018-01-06,7326,DAIRY_CHESSE,SEREK WIEJSKI PIATNICA ZE SZCZYPIORKIEM,6.0,"1,55",9.3,2.18,28.9,08:51 AM,04:38 PM,4,67,89,6,4.0
11015,2018-01-06,7150,DAIRY_CHESSE,SERY Z?OTE LUZ,1.33,"10,56",13.99,12.37,14.64,08:51 AM,04:38 PM,4,67,89,6,4.0
11016,2018-01-06,9576,CHEMISTRY,SILAN DO PLUKANIA 925 ML,2.0,"4,75",9.5,6.98,31.95,08:51 AM,04:38 PM,4,67,89,6,4.0
11017,2018-01-06,18654,SOCKS_THIGHTS,SKARPETKI DZIEWCZ?CE 2 SZT WZÓR,2.0,"1,76",3.52,2.35,25.11,08:51 AM,04:38 PM,4,67,89,6,4.0
11018,2018-01-06,9590,CHEMISTRY,SKARPETY,3.0,"4,15",12.45,5.93,30.02,08:51 AM,04:38 PM,4,67,89,6,4.0
11019,2018-01-06,8056,SOCKS_THIGHTS,SKARPETY,2.0,"1,65",3.3,2.59,36.29,08:51 AM,04:38 PM,4,67,89,6,4.0
11020,2018-01-06,11265,SOCKS_THIGHTS,SKARPETY MESKIE,1.0,"2,23",2.23,2.97,24.92,08:51 AM,04:38 PM,4,67,89,6,4.0
11021,2018-01-06,15206,DAIRY_CHESSE,SKORUPKA 400 G OGOREK KWASZONY,14.0,"2,5",35.0,3.21,22.12,08:51 AM,04:38 PM,4,67,89,6,4.0
11022,2018-01-06,9847,VEGETABLES,SKORUPKA BURACZKI 385G WIORKI,18.0,"1,6",28.8,2.12,24.53,08:51 AM,04:38 PM,4,67,89,6,4.0
11023,2018-01-06,9846,VEGETABLES,SKORUPKA BURACZKI 500G,7.0,2,14.0,2.5,20.0,08:51 AM,04:38 PM,4,67,89,6,4.0
11024,2018-01-06,9857,GENERAL_FOOD,SKORUPKA BURACZKI MIAZGA 385G,10.0,"1,6",16.0,2.03,21.18,08:51 AM,04:38 PM,4,67,89,6,4.0
11025,2018-01-06,9850,VEGETABLES,SKORUPKA KAPUSTA CZERWONA 0_5,2.0,"2,04",4.08,2.58,20.93,08:51 AM,04:38 PM,4,67,89,6,4.0
11026,2018-01-06,9849,VEGETABLES,SKORUPKA KAPUSTA CZERWONA 0_9,1.0,"2,6",2.6,3.63,28.37,08:51 AM,04:38 PM,4,67,89,6,4.0
11027,2018-01-06,9852,VEGETABLES,SKORUPKA OGORKI KONSERWOWE 900G,7.0,"3,2",22.4,4.13,22.52,08:51 AM,04:38 PM,4,67,89,6,4.0
11028,2018-01-06,9854,VEGETABLES,SKORUPKA SALATKA STAROGOST.0.9,2.0,"2,55",5.1,3.27,22.02,08:51 AM,04:38 PM,4,67,89,6,4.0
11029,2018-01-06,18181,GENERAL_FOOD,SKORUPKA SALATKA WARZYWNA 500 G,4.0,"1,96",7.84,2.62,25.19,08:51 AM,04:38 PM,4,67,89,6,4.0
11030,2018-01-06,3585,GENERAL_FOOD,SKORUPKA SALATKA WARZYWNA 875 G,1.0,"2,48",2.48,3.18,22.01,08:51 AM,04:38 PM,4,67,89,6,4.0
11031,2018-01-06,9518,SWEETS,SKUTER Z CUKIERKAMI,4.0,"4,92",19.68,7.31,32.69,08:51 AM,04:38 PM,4,67,89,6,4.0
11032,2018-01-06,18179,FISH,SLEDZ W OLEJU 170 G ORKA,3.0,"2,33",6.99,3.23,27.86,08:51 AM,04:38 PM,4,67,89,6,4.0
11033,2018-01-06,16084,FISH,SLEDZ W POMID.170 G ORKA,3.0,"2,15",6.45,3.23,33.44,08:51 AM,04:38 PM,4,67,89,6,4.0
11034,2018-01-06,9553,FISH,SLEDZ W POMIDORACH 170 G EVRA,1.0,"2,42",2.42,3.46,30.06,08:51 AM,04:38 PM,4,67,89,6,4.0
11035,2018-01-06,15376,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SLIWKI SUSZONE KRESTO 100G,2.0,"1,81",3.62,2.77,34.66,08:51 AM,04:38 PM,4,67,89,6,4.0
11036,2018-01-06,8285,CHIPS_FLAKES,SLONACZNIK PRAZONY LEKKO SOLONY 190 G,1.0,"2,93",2.93,4.44,34.01,08:51 AM,04:38 PM,4,67,89,6,4.0
11037,2018-01-06,2843,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SLONECZNIK ANDREX PRAZONY PASIAS.80G.,4.0,"0,96",3.84,1.36,29.41,08:51 AM,04:38 PM,4,67,89,6,4.0
11038,2018-01-06,17883,CHIPS_FLAKES,SLONECZNIK PRAZONY  Z PRZYPRAWAMI 150G,1.0,"2,5",2.5,3.69,32.25,08:51 AM,04:38 PM,4,67,89,6,4.0
11039,2018-01-06,4221,GENERAL_FOOD,SLONECZNIK PRAZONY TURECKI 100G,1.0,"1,74",1.74,2.77,37.18,08:51 AM,04:38 PM,4,67,89,6,4.0
11040,2018-01-06,9669,GENERAL_FOOD,SMAK MAK BULKA HOT-DOG 120 G,1.0,"1,89",1.89,2.49,24.1,08:51 AM,04:38 PM,4,67,89,6,4.0
11041,2018-01-06,9670,GENERAL_FOOD,SMAK MAK BULKA HOT-DOG 120 G,2.0,"1,89",3.78,2.49,24.1,08:51 AM,04:38 PM,4,67,89,6,4.0
11042,2018-01-06,9657,GENERAL_FOOD,SMAK MAK FILET Z KURCZ W GALAR.200G,1.0,"3,5",3.5,4.61,24.08,08:51 AM,04:38 PM,4,67,89,6,4.0
11043,2018-01-06,9370,GENERAL,SMAK MAK FLAKI KROLEWSKIE 800G,1.0,"7,4",7.4,9.74,24.02,08:51 AM,04:38 PM,4,67,89,6,4.0
11044,2018-01-06,9132,GENERAL,SMAK MAK FLAKI W ROSOLE 800 G,1.0,"7,2",7.2,9.48,24.05,08:51 AM,04:38 PM,4,67,89,6,4.0
11045,2018-01-06,9647,GENERAL_FOOD,SMAK MAK FLAKI WIEPRZOWE 900 G W POMID,1.0,"7,4",7.4,9.74,24.02,08:51 AM,04:38 PM,4,67,89,6,4.0
11046,2018-01-06,9131,GENERAL,SMAK MAK FLAKI WOLOWE 900G,1.0,"7,7",7.7,10.14,24.06,08:51 AM,04:38 PM,4,67,89,6,4.0
11047,2018-01-06,9133,GENERAL,SMAK MAK GALARETKA Z KURCZAKA 200G,3.0,"3,15",9.45,4.15,24.1,08:51 AM,04:38 PM,4,67,89,6,4.0
11048,2018-01-06,9135,GENERAL,SMAK MAK GALAT WIEPRZOWY 200G,1.0,"3,15",3.15,4.15,24.1,08:51 AM,04:38 PM,4,67,89,6,4.0
11049,2018-01-06,9369,GENERAL,SMAK MAK INDYK W GALARECIE 200G,1.0,"3,5",3.5,4.61,24.08,08:51 AM,04:38 PM,4,67,89,6,4.0
11050,2018-01-06,9154,GENERAL,SMAK MAK MEDALIONY Z SEREM 315 G,2.0,"5,52",11.04,7.27,24.07,08:51 AM,04:38 PM,4,67,89,6,4.0
11051,2018-01-06,9155,GENERAL,SMAK MAK NUGGETS  300G,4.0,"5,52",22.08,7.27,24.07,08:51 AM,04:38 PM,4,67,89,6,4.0
11052,2018-01-06,9659,GENERAL_FOOD,SMAK MAK SMALEC Z BOCZKIEM I CEBULA 200G,1.0,"2,55",2.55,3.42,25.44,08:51 AM,04:38 PM,4,67,89,6,4.0
11053,2018-01-06,9143,GENERAL,SMAK MAK SMALEC Z MIESEM 200G,2.0,"2,55",5.1,2.53,-0.99,08:51 AM,04:38 PM,4,67,89,6,4.0
11054,2018-01-06,6820,VEGETABLES,SMAK MAK SUROWKA TRIO 400G,1.0,"2,45",2.45,3.23,24.15,08:51 AM,04:38 PM,4,67,89,6,4.0
11055,2018-01-06,9372,GENERAL,SMAK MAK SUROWKA Z KUKURYDZA 300G,2.0,"2,29",4.58,3.02,24.17,08:51 AM,04:38 PM,4,67,89,6,4.0
11056,2018-01-06,9163,GENERAL,SMAK MAK SURÓWKA KOPERKOWA 300G,1.0,"2,29",2.29,3.02,24.17,08:51 AM,04:38 PM,4,67,89,6,4.0
11057,2018-01-06,9374,GENERAL,SMAK MAK SURÓWKA POROWA 300G,1.0,"2,29",2.29,3.02,24.17,08:51 AM,04:38 PM,4,67,89,6,4.0
11058,2018-01-06,9674,VEGETABLES,SMAK MAK SURÓWKA TRIO 350 G,1.0,"2,45",2.45,3.23,24.15,08:51 AM,04:38 PM,4,67,89,6,4.0
11059,2018-01-06,9658,GENERAL_FOOD,SMAK MAK WIEPRZOWINKA W GALARECIE 200G,1.0,"3,5",3.5,4.61,24.08,08:51 AM,04:38 PM,4,67,89,6,4.0
11060,2018-01-06,9651,GENERAL_FOOD,SMAK MAK WOLOWINKA W GALARECIE 200G,2.0,"3,5",7.0,3.46,-1.3,08:51 AM,04:38 PM,4,67,89,6,4.0
11061,2018-01-06,9663,GENERAL_FOOD,SMAK MAK Z CEBULA I MIESEM 200G,1.0,"2,55",2.55,1.71,-49.12,08:51 AM,04:38 PM,4,67,89,6,4.0
11062,2018-01-06,9368,GENERAL,SMAK MAK ZAPIEKANKA Z PIECZARKAMI 250 G,3.0,"3,42",10.26,4.5,24.0,08:51 AM,04:38 PM,4,67,89,6,4.0
11063,2018-01-06,4502,MEAT,SMAKOSZKI KG,0.49,"30,43",14.76,37.61,19.08,08:51 AM,04:38 PM,4,67,89,6,4.0
11064,2018-01-06,16877,DAIRY_CHESSE,SMALEC 200GR KOSTKA  AGI,5.0,"0,84",4.2,1.61,47.83,08:51 AM,04:38 PM,4,67,89,6,4.0
11065,2018-01-06,3097,GENERAL_FOOD,SMALEC WIEPRZOWY 200 G JAGI,15.0,"0,98",14.65,1.42,31.22,08:51 AM,04:38 PM,4,67,89,6,4.0
11066,2018-01-06,6173,DAIRY_CHESSE,SMIETANA 12% ZOT 180 G,13.0,"1,18",15.36,1.77,33.25,08:51 AM,04:38 PM,4,67,89,6,4.0
11067,2018-01-06,1328,DAIRY_CHESSE,SMIETANA 18 % 200G PIATNICA,18.0,"1,4",25.19,2.09,33.04,08:51 AM,04:38 PM,4,67,89,6,4.0
11068,2018-01-06,16025,DAIRY_CHESSE,SMIETANA 18 % MLEKOWITA GESTA,15.0,"1,53",23.02,1.96,21.54,08:51 AM,04:38 PM,4,67,89,6,4.0
11069,2018-01-06,9486,DAIRY_CHESSE,SMIETANA 18% 200G SREM,3.0,"1,75",5.25,1.05,-66.67,08:51 AM,04:38 PM,4,67,89,6,4.0
11070,2018-01-06,8999,DAIRY_CHESSE,SMIETANA 18% BEZ LAKTOZY,3.0,"1,49",4.47,2.18,31.65,08:51 AM,04:38 PM,4,67,89,6,4.0
11071,2018-01-06,1322,DAIRY_CHESSE,SMIETANA 18% ZOOT 180G,27.0,"1,25",33.84,1.86,32.58,08:51 AM,04:38 PM,4,67,89,6,4.0
11072,2018-01-06,1768,DAIRY_CHESSE,SMIETANA 36%?OWICZ 0_5L,3.0,"5,08",15.24,6.94,26.8,08:51 AM,04:38 PM,4,67,89,6,4.0
11073,2018-01-06,548,GENERAL_FOOD,SMIETANA CREMONA 200G,1.0,"2,39",2.39,3.42,30.12,08:51 AM,04:38 PM,4,67,89,6,4.0
11074,2018-01-06,6948,CHEMISTRY,SOFTLAN PLYN DO PLUK.NIEB 1 L,3.0,"5,06",15.17,7.88,35.83,08:51 AM,04:38 PM,4,67,89,6,4.0
11075,2018-01-06,8356,GENERAL,SOK Z BURAKA 750 ML,1.0,"3,84",3.84,5.49,30.05,08:51 AM,04:38 PM,4,67,89,6,4.0
11076,2018-01-06,8360,GENERAL,SOK Z CZARNEGO BZU 750 ML 100%,1.0,"6,7",6.7,8.94,25.06,08:51 AM,04:38 PM,4,67,89,6,4.0
11077,2018-01-06,8362,GENERAL,SOK Z GRANATU 1 L 100%,1.0,"7,41",7.41,9.89,25.08,08:51 AM,04:38 PM,4,67,89,6,4.0
11078,2018-01-06,3838,GENERAL_FOOD,SOK Z KAPUSTY KISZONEJ 0_5 L PET,6.0,"1,28",7.68,1.9,32.63,08:51 AM,04:38 PM,4,67,89,6,4.0
11079,2018-01-06,9108,GENERAL,SOK Z KAPUSTY KISZONEJ 1 L,1.0,"2,61",2.61,3.69,29.27,08:51 AM,04:38 PM,4,67,89,6,4.0
11080,2018-01-06,2324,GENERAL_FOOD,SOL KUJAWSKA 1 KG JODOWANA,34.0,"0,68",23.21,1.13,39.59,08:51 AM,04:38 PM,4,67,89,6,4.0
11081,2018-01-06,14438,DAIRY_CHESSE,SOL O SOLE JODOWANA,9.0,"1,02",9.18,1.37,25.55,08:51 AM,04:38 PM,4,67,89,6,4.0
11082,2018-01-06,6952,CHEMISTRY,SOL ODPLAMIAJACA 25 G,10.0,"0,69",6.9,0.97,28.87,08:51 AM,04:38 PM,4,67,89,6,4.0
11083,2018-01-06,16398,CHEMISTRY,SOMAT MACHINE 1_5KG,3.0,"4,99",14.97,7.07,29.42,08:51 AM,04:38 PM,4,67,89,6,4.0
11084,2018-01-06,621,GROATS_RICE_PASTA,SONKO KASZA JECZMIENNA 4X100G WIEJSKA,13.0,"1,35",17.55,1.9,28.95,08:51 AM,04:38 PM,4,67,89,6,4.0
11085,2018-01-06,3073,GROATS_RICE_PASTA,SONKO KASZA JECZMIENNA PERLOWA 4*100G,4.0,"1,38",5.5,2.54,45.87,08:51 AM,04:38 PM,4,67,89,6,4.0
