name
BOMBONIERA GALARETKS POM.190 G W CZEK
CHRUSCIKI /PACZKI LUZ
CIAST.KOWOLKA JEZYKI/KOKOSANKI
CIASTKA GERARD PSOTKI/KOKOS/KG
CIASTKA GERERD MAFIJNE/MARKIZY
CIASTKA PRIMAX LUZ
CUKIERKI KROWKA WAWEL/SOLIDARNOSC
CUKIERKI MIESZ KRAKOWSKA WAWEL
CUKIERKI MLECZNE /CHOCO/ROSHEN
CUKIERKI ROSHEN DE LUXE KG
CUKIERKI TOFFIX MIX IGLO
CUKIERKI TRUFLE ODRA LUZ
HELLENA FIT 1_25 GAZ
PIERNIK SERCA/KATARZYNKI/NADZIEWANE
PIERNIK W POLEWIE KOSTKA
RURKA NADZIEWANA LUZ
RURKA WAFLOWA SUCHA LUZ
WAFLE CHRUPS/LUMARKI/GRZESKI
WAFLE KWADRATY BIALE/CZARNE
WATA CUKROWA 400 G
ZESTAW SW BUT
CIASTKA CUKRY NYSKIE
CIASTKA JIW KG
CIASTKA MARKIZY MIX
CUKIERKI BARON SW 1KG
CUKIERKI VALENTINO SZT
WAFLE PALUSZKI LUMMAR
CIASTKA GRZYBEK W CZEKOLADZIE
CUKIERKI EUKALIPTUSOWE LUZ
CUKIERKI OWOCOWE ROSHEN
CUKIERKI VOBRO CZEKOL.LUZ
CUKIERKI CZEKOLADKI KROWKA LUZ
CUKIERKI ROSEN ZELKI LUZ
HERBATNIKI B-MOL SKAWA
MILKA CZEKOLADA MLECZNA 270 G
WAFLE W CZEK./PALUSZKI/DEKOR
CIAST.KOWOLKI PUDER/MARMOLADA
LIDER PASJA ADWOKAT CIASTKA 2KG
CIASTKA BEZY/TORTY
CUKIERKI NIMM2 ZUJKI
CUKIERKI PSZCZOLKA   IMIENINOWE
CUKIERKI MOC NADZIEW.Z WIT C
WAFLE GRZESKI LUZ
CIASTKA DESSINO Z KAWA?KAMI CZEK.120G
CIASTKA GERARD MALTIKERS1KG
CIASTKA KRAKUSKI KAKAOWE 163G
CUKIERKI MICH.BIALE/KAWOWE WAWEL
LAJKONIK SAFARI 125 G
LIDER DELICJE CIASTKA
ZELKI HARIBO DZDZOWNICE 200GR
CIASTKA GATO BATONIK LUZ
CUKIERKI MINI MIESZANKA
HERBATNIKI APETITKI PETIT BEURRE 200GR
KARPATKA FLIS RÓZNE SMAKI 1_5KG
ROZKI NADZIEWANE FLIS LUZ
CIAST KOWOLKI W POLEWIE
CIASTKA  VAT  8 % W POLEWIE
CIASTKA GERARD PRYNCYPA?KI CZE.DES.1_3KG
CIASTO DOMOWE LUZ
CUKIERKI OWOCOWE/MIETOWE KG
PIERNIKI  DOMOWE
WAFLE PISZINGER VAT 8%
CIASTKA KOSTKA /ORZECH.LUZ
CIASTKA LIDER PETITKI LUZ DEKOROWANE
CIASTKA TAGO MUZY
CUKIERKI MIESZANKA  WEDLOWSKA
CUKIERKI CZEKOLADOWE SW
MAKOWIEC  ZAWIJANY KG
PIERNIK CHOINKA SZT
