name
BRZOSKWINIE SANDRA 820G
FASOLA CZERWONA.DAWTONA 400G
GROSZEK BONDUELLE 400G.
KAMIS PRZYPRAWA DO RYB 20 G
KONSERWA TURYSTYCZNA 300 G LAUR
KONSERWA TYROLSKA 300 G LAUR
KOPYTKA 400GR TACKA GRZESKOWIAK
KROKIETY Z KAPUS/GRZYB.400GR GRZESKOWIAK
LOWICZ DZEM CZAR.PORZECZKA N/S?
LOWICZ DZEM TRUSKAWKOWY N/S?
LOWICZ DZEM WISNIA N/S?.
MAKA POZNA?SKA BASIA 1KG
OGOREK KISZONE LUZ
PAPRYKARZ SZCZEC.AGRICO 156G
PASZTET DROBIOWY 90G DROP
PASZTET PODLASKI 155GR DROSED PUSZKA
PIEROGI Z KAPUS/GRZYB.400GR GRZESKOWIAK
PIEROGI Z MI?SEM 400GR GRZESKOWIAK
PIEROGI Z SEREM/OWOC TACKA 4000GR
PROFI PASZTET DROB.FIRMOWY 131G
PROFI PASZTET Z PAPRYKA 131G
PROFI PASZTET Z POMIDOREM 131G
PROFI SZYNKA MIELONA 110G
PUDL GROSZEK KONSERWOWY 400G
ROLNIK SELER WYBORNY 370G
SUROWKI WIELOWARZYWNE GRZESKOWIAK
TOREBKA NA BUTELK?
JAJA LIPOWCZYK 6 SZT
JAJKA 10 SZT LIPOWCZYK
DELFINKI RYBNE PANIER.LUZ
FILET  ZAPIEKANY SEREM ZOLTYM
FILET Z LIMANDA MROZONY KG
FILET Z MINTAJA MROZONY
FILETY SLEDZ_W OLEJU 170 G
FILETY SLEDZ_W SMIETANIE MARINUS 250 G
FILETY SLEDZ.ALA MATJAS 275 G
FILETY SLEDZIOWE OPIEKANE 800G
FILETY SLEDZIOWE W OLEJU 170 G
FILETY SLEDZIOWE W OLEJU 170 G LISNER
FILETY SLEDZIOWE W POMID.175 G
FILETY SLEDZIOWE W POMIDZ.170 G
FILETY SLEDZIOWE W SMIET 250 G SOS MUSZT
FILETY Z MAKRELI W POMID.175 G
FILETY Z MAKRELI W SOSIE POMID.170 G GRA
FLIETY Z MAKRELI 100G ALA KETCHUP
KOSTKA Z LIMANDY LUZ
KOTLETY RYBNA KG/P?ATY SMA?ONE
MAKRELA WEDZONA
P PASTA LOSOS ZE SZCZYPIORKIEM
P PASTELLA JAJECZNA ZE SZCZYPIORKIEM
P PLAT SLEDZ.SMAZONE LUZ
P PLATY  MARYNOWANE
P SLEDZ A LA MATIAS LUZ
PAPRYKARZ Z LOSOSIA 135 G DEGA
SALSA/RYBA DORSZOWATA Z WARZYWAMI KG
SARDYNKA W POMID 110 G
SLEDZ W POMID.170 G ORKA
SZPROT W POMID.170 G ORKA
SZPROT WEDZONY KG
TUNCZYK ROZDROBNIONY W OLEJU 130 G
TUNCZYK W OLEJU ORKA 170 G
CWIARTKA Z KURCZAKA KG
FILET Z PIERSI KURCZAKA KG
FLAKI WOLOWE LUZ
GALANTYNA Z DROBIEM KG
KABANOS WIELKOPOLSKI KG
KABANOSY Z DROBIEM KG
KASZANKA KG
KIELBASA DELIKATESOWA KG
KIELBASA JA?OWCOWA KG
KIELBASA KRUCHA Z FOLWARKU KG
KIELBASA PIECZONA  KG
KIELBASA POGORZELSKA PODSUSZANA  KG
KIELBASA WINERKI KG
KIELBASA ZWYCZAJNA KG
KIE?BASA KRUCHA Z WEDZARNI KG
KIE?BASA MYSLIWSKA KG
KIE?BASA PIWOSZKI  KG
KIE?BASA POLSKA WEDZONA  KG
KIE?BASA S?OIKOWA  KG
KIE?BASA WIOSENNA KG
KIE?BASKI PYSZNE KG
KRAKOWSKA SUCHA KG
METKA CEBULOWA KG
METKA ?OSOSIOWA
PAROWKA HOT-DOG KG
PAROWKOWA KG
PAROWKOWA W FOLI KG
PAROWKOWA Z  DROBIEM KG
PAROWKOWA Z SZYNKI  KG
PASZTET BOROWIKOWY/GRZYBOWY KG
PASZTET DROBIOWY Z KURKAMI KG
PASZTET WEDZONY  KG
POLEDWICA SOPOLCKA KG
SMAKOSZKI KG
SPECJA? DROBIOWY  KG
SZYNKA  BIALA KG
SZYNKA DOMOWA KG
SZYNKA GOTOWANA BIALA KG
SZYNKA WIELKOPOLSKA KG
FASOLA BIALA DAWTONA 400GR
LOWICZ POWIDLA WEGIERKOWE 310G
PROFI PASZTET 250G FIRMOWY
PROFI PASZTET 250G POMIDOR
PROFI PASZTET DROB.Z CZOSNEK
PRZYSMAK TURYSTYCZNY 110 G DROSED
ROLNIK BARSZCZ CZERWONY ZAPR.330ML
ROLNIK FASOLKA SZPARAGOWA ZOLTA 500G
FILETY Z MAKRELI W OLEJU 170 G FALA
LARUS MAKRELA W GALARECIE  160 G
LARUS RYBA PO GRECKU 170 G
MAKRELA / SLEDZ ALA PIZZA
P PASTA Z TUNCZYKA
PASTA RYBNA ZE SZCZYPIORKIEM LUZ 1_8KG
FRANKFUTERKI KG
KIELBASA Z SEREM /KEBAB/WIOSENNA
KIE?BASA PIWNA KG
KIE?BASA ZIELONOGÓRSKA KG
OGONOWKA WEDZONA  KG
PIECZEN RZYMSKA KG
SZYNKA KONSERWOWA  KG
ANANASY PLASTRY SANDRA 565 G
JABLKA PRAZONE BAKALLAND  SZARLOTKA 810
PIECZARKI MAR.URBANEK 550G
FILETY SLEDZIOWE 300G ERA
LARUS DORSZ W GALARECIE 160 G
LARUS SLEDZ W GALARECIE 160 G
P PASTA Z MAKRELI LISNER
SLEDZIK NA RAZ  100G LISNER Z CEBULKA
SLEDZIK NA RAZ 100G W SMIETANIE
BIGOS DOMOWY KG
BOCZEK WEDZ- PARZONY KG
KIELBASA BIA?A CIENKA KG
KIELBASA CODZIENNA KG
KIE?BASA BIA?A SUROWA  KG
KIE?BASA ZE SWINOB/GEESOWSKA
PRZYSMAK WIELKANOCNY Z KIE?BASY
SZYNKA CHLEBOWA KG
SZYNKA DEBOWA/ROLOWANA
SZYNKA PRASOWANA KG
SZYNKA SW BIALA KG
SZYNKA SW_WEDZONA KG
FILET Z MAKRELI W POMIDR.170G
KONSERWA TURYSTYCZNA 300G SOKOLOW
TUNCZYK ORKA W SOSIE WLASNYM 170 G
FILET Z TILAPIA  LUZ
FORTUNA 300 ML SZKLO JABLKO
LARUS SALATKA WEGIERSKA
